en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
gone,Sci,Affect,,,,,0,3,0.0
gone,Sci,Judgement,,,,,0,3,0.0
gone,Sci,Appreciation,"da, verlassen, weg","da:1, verlassen:1, weg:1","So now the bacteria are dilute , that little hormone molecule is gone , so they 're not making light .","Jetzt sind die Bakterien verdünnt , das winzige Hormonmolekül ist weg und sie erzeugen folglich auch kein Licht .",3,3,1.0
gone,Tech,Affect,,,,,0,1,0.0
gone,Tech,Judgement,,,,,0,1,0.0
gone,Tech,Appreciation,gegangen,gegangen:1,And they wait until pretty much everybody 's gone .,"Sie warten , bis fast jeder gegangen ist .",1,1,1.0
good,Art,Affect,gut,gut:1,"Now , it turns out that I was pretty good at that .","Es hat sich herausgestellt , dass ich das ziemlich gut kann .",1,6,0.1667
good,Art,Judgement,gut,gut:2,"Well , I remember in third grade , I had this moment where my father , who never takes off from work , he 's a classical blue collar , a working - class immigrant person , going to school to see his son , how he 's doing , and the teacher said to him , he said , "" You know , John is good at math and art . ""","Ich erinnere mich an dieses eine Mal in der dritten Klasse , als mein Vater , der niemals freinimmt – er ist ein typischer Einwanderer aus der Arbeiterklasse – in die Schule kam , um zu sehen , wie sich sein Sohn macht . Und der Lehrer sagte zu ihm : "" John ist echt gut in Mathe und Kunst . """,2,6,0.3333
good,Art,Appreciation,"gut, gefallen","gut:2, gefallen:1","You are alive , and that 's pretty good right now .",Man ist an dem Leben und das ist ziemlich gut .,3,6,0.5
good,Bus,Affect,schlecht,schlecht:1,"And I did n't like following instructions , I was no good at following instructions .","Ich befolgte nicht gerne Anweisungen . Ich war schlecht darin , Anweisungen zu folgen .",1,3,0.3333
good,Bus,Judgement,gut,gut:1,Now choosing not to buy a jar of jam is probably good for us -- at least it 's good for our waistlines -- but it turns out that this choice overload problem affects us even in very consequential decisions .,"Nun , sich zu entscheiden kein Glas Marmelade zu kaufen ist wahrscheinlich gut für uns -- zumindest ist es gut für unsere Taille -- aber es stellt sich heraus , dass das Entscheidungsüberlastungsproblem uns auch bei sehr konsequenzreichen Entscheidungen beeinflusst .",1,3,0.3333
good,Bus,Appreciation,gut,gut:1,"And this was not good enough for him , and this question bedeviled him for years .","Und das Ergebnis war ihm nicht gut genug , so dass er von dieser Frage für viele Jahre besessen blieb .",1,3,0.3333
good,Edu,Affect,"gut, richtig","gut:2, richtig:1","And I 'm not very good at this , so I guess I 'd better go play video games or get into sports , or something like that , because I obviously do n't belong here .","Und ich bin hierin nicht wirklich gut , also denke ich , dass es besser ist , wenn ich mit Videospielen oder Sport auseinandersetze , oder irgendetwas anderes , weil sie das Gefühl haben , dass ich hier nicht hingehöre .",3,15,0.2
good,Edu,Judgement,"gut, ausgezeichnet","gut:4, ausgezeichnet:1","Mr. Teszler told him , "" You bring me the best workers that you can find , and if they are good enough , I will hire them . ""","Herr Teszler teilte ihm mit : "" Bringen Sie mir die besten Arbeiter die Sie finden können und wenn sie gut genug sind stelle ich sie ein . """,5,15,0.3333
good,Edu,Appreciation,"gut, Gut","gut:5, Gut:1","Even that middle tier , information processing , that 's what computers are good at .","Auch die mittlere Ebene , Informationsverarbeitung ist das , wofür Computer gut sind .",7,15,0.4667
good,Ent,Affect,"gut, Stärke, weniger","gut:6, Stärke:1, weniger:1",We feel that we are not as good in reality as we are in games .,"Wir denken , dass wir in der Realität nicht so gut sind wie in Spielen .",8,17,0.4706
good,Ent,Judgement,gut,gut:3,"Nobody wants to change how they live , just because it 's good for the world , or because we 're supposed to .","Niemand möchte sein Leben ändern , weil es gut für die Umwelt ist oder weil wir es sollten .",3,17,0.1765
good,Ent,Appreciation,"gut, Nutzen, schlecht","gut:4, Nutzen:1, schlecht:1",That 's not good .,Das ist nicht gut .,6,17,0.3529
good,His,Affect,gut,gut:1,"For on the surface , Lyndon Johnson should have had everything in the world to feel good about in those last years , in the sense that he had been elected to the presidency ; he had all the money he needed to pursue any leisure activity he wanted ; he owned a spacious ranch in the countryside , a penthouse in the city , sailboats , speedboats .","Oberflächlich gesehen hätte Lyndon Johnson alles in der Welt gehabt , um sich die letzten Jahre gut zu fühlen , weil er zu dem Präsidenten gewählt worden war . Er hatte all das Geld , das er brauchte , um in seiner Freizeit zu machen , was er wollte . Ihm gehörten eine weitläufige Ranch auf dem Land , ein Penthouse in der Stadt . Segelboote , Schnellboote .",1,7,0.1429
good,His,Judgement,gut,gut:4,"David Irving was a writer of historical works , most of them about World War II , and virtually all of those works took the position that the Nazis were really not so bad , and the Allies were really not so good .","David Irving war ein Autor historischer Werke , die meisten davon zu dem Zweiten Weltkrieg , und so ziemlich alle dieser Werke vertraten die Position , dass die Nazis gar nicht so schlimm waren und die Alliierten gar nicht so gut .",4,7,0.5714
good,His,Appreciation,"gut, nicht","gut:1, nicht:1","The trick here is my brother would become an experimental poet , not a businessman , but the intention was really good .","Das Lustige dabei ist , dass mein Bruder ein experimenteller Poet geworden ist , und kein Geschäftsmann , aber die Absicht war wirklich gut .",2,7,0.2857
good,Med,Affect,gut,gut:2,And I felt really good .,Ich fühlte mich richtig gut .,2,13,0.1538
good,Med,Judgement,,,"So our feeling is , if it 's good enough for the rugby team , it 's good enough for health and poverty .","Also ist unser Empfinden , wenn es fürs Rugby - Team reicht , dann reicht es auch für Gesundheit und Armut .",1,13,0.0769
good,Med,Appreciation,"gut, auch, sinnvoll","gut:8, auch:1, sinnvoll:1","So the shorter the bar , the less angiogenesis -- that 's good .","Also um so kürzer der Balken , desto weniger Angiogenese , das ist gut .",10,13,0.7692
good,Phi,Affect,gut,gut:1,"And I 'm not just an academic , I 'm a philosopher , so I like to think that I 'm actually pretty good at arguing .","Ich bin nicht nur Wissenschaftler , sondern auch Philosoph , also würde ich behaupten , dass ich sogar sehr gut in dem Streiten bin .",1,18,0.0556
good,Phi,Judgement,gut,gut:5,Is it any good ?,Ist es gut ?,5,18,0.2778
good,Phi,Appreciation,"gut, nützlich, gütig","gut:9, nützlich:2, gütig:1","Especially because the decision makers in the United States are frequently able to insulate themselves from consequences by living in gated compounds , by drinking bottled water and so on . And within the last couple of years , it 's been obvious that the elite in the business world correctly perceive that they can advance their short - term interest by doing things that are good for them but bad for society as a whole , such as draining a few billion dollars out of Enron and other businesses .","Insbesondere , weil die Entscheidungsträger in den USA sich oft von den Konsequenzen isolieren können , indem sie in eingezäunten Vierteln wohnen , Wasser in Flaschen trinken usw . Und in den letzten paar Jahren wurde es offensichtlich , dass die Eliten der Geschäftswelt korrekterweise erkennen , dass sie ihre kurzfristigen Interessen vorantreiben können , indem sie Dinge tun , die zwar gut für sie selbst sind , aber schlecht für die Gesellschaft als Ganzes , etwa ein paar Milliarden Dollar aus Enron und anderen Unternehmen abzweigen .",12,18,0.6667
good,Pol,Affect,,,,,0,8,0.0
good,Pol,Judgement,gut,gut:2,"I mean , our brief -- it was pretty good , but not this good .","Unser Text war gut , aber nicht so gut wie das .",2,8,0.25
good,Pol,Appreciation,"gut, gut ausgebildet","gut:5, gut ausgebildet:1","He claimed that because black people have lower lung capacity than whites , forced labor was good for them .","Er behauptete , da Schwarze eine geringere Lungenkapazität als Weiße hätten , sei Zwangsarbeit gut für sie .",6,8,0.75
good,Psy,Affect,gut,gut:1,"And all of us can do this and with a little practice , we can get really good at it , like driving .","Jeder von uns kann das machen und mit etwas Übung werden wir richtig gut darin , wie bei dem Autofahren .",1,12,0.0833
good,Psy,Judgement,gut,gut:4,"So they 're very , very good at pecking for grain , and they 're not much good at doing anything else .","Sie sind sehr , sehr gut darin , Körner zu picken , und in nichts anderem besonders gut .",4,12,0.3333
good,Psy,Appreciation,"gut, positive","gut:6, positive:1","Other creatures , like the crows , are n't very good at doing anything in particular , but they 're extremely good at learning about laws of different environments .","Andere Lebewesen , wie die Krähen , können nichts besonders gut , sind aber extrem gut darin , die Gesetze der verschiedenen Umgebungen zu erlernen .",7,12,0.5833
good,Sci,Affect,gut,gut:1,"So you -- it was fun to get away from high school -- because I was very small , and I was no good in sports , or anything like that .","Also -- es war toll , von der High School wegzukommen . Ich war sehr klein und nicht gut in dem Sport oder anderen solchen Dingen .",1,9,0.1111
good,Sci,Judgement,richtig,richtig:1,"But of course , as you 're probably aware , even in adulthood , people differ from one another in how good they are at thinking of other minds , how often they do it and how accurately .","Aber natürlich - wie Sie wahrscheinlich bemerken - unterscheiden sich selbst in dem Erwachsenenalter die Menschen voneinander qualitativ in ihrem Nachdenken über andere , also wie häufig sie das tun , und wie richtig sie damit liegen .",1,9,0.1111
good,Sci,Appreciation,"gut, lange, was","gut:5, lange:1, was:1","Now , this ability to put information into categories , I find a lot of people are not very good at this .","Diese Fähigkeit , Informationen zu kategorisieren , ist etwas , worin viele Leute nicht sehr gut sind .",7,9,0.7778
good,Tech,Affect,Versprechen,Versprechen:1,How might we make good on a promise of greater security for Jasmine 's generation in a world beyond nuclear weapons ?,Wir könnten wir Jasmines Generation ein Versprechen von höherer Sicherheit in einer atomwaffenfreien Welt geben ?,1,4,0.25
good,Tech,Judgement,gut,gut:1,It 's good for adults and for kids .,Es ist gut für Erwachsene und für Kinder .,1,4,0.25
good,Tech,Appreciation,gut,gut:2,"First , we believe that before people turn over control to an autonomous car , that autonomous car should be at least as good as the very best human drivers .","Erstens glauben wir , dass bevor Menschen die Kontrolle an ein autonomes Auto abgeben , dieses autonome Auto zumindest so gut sein sollte , wie die allerbesten menschlichen Fahrer .",2,4,0.5
gorgeous,Ent,Affect,,,,,0,3,0.0
gorgeous,Ent,Judgement,wunderschön,wunderschön:1,She 's gorgeous .,Sie ist wunderschön .,1,3,0.3333
gorgeous,Ent,Appreciation,"prachtvoll, traumhaft","prachtvoll:1, traumhaft:1","Now , the fish in the tanks were gorgeous to look at , but they did n't really interact with people .","Nun , die Fische in den Aquarien waren prachtvoll anzusehen , aber sie traten nicht wirklich mit den Menschen in Verbindung .",2,3,0.6667
graphic,Med,Affect,Bildmaterial,Bildmaterial:1,"And while I 've tried to make my images not too graphic , keep in mind that surgeons have a different relationship with blood than normal people do , because , after all , what a surgeon does to a patient , if it were done without consent , would be a felony .","Und obwohl ich versucht habe , nicht allzu explizites Bildmaterial zu benutzen , bitte ich Sie , in dem Auge zu behalten , dass Chirurgen eine völlig andere Beziehung zu dem Blut haben als normale Menschen . Denn letztendlich wäre , was ein Chirurg an seinem Patienten vornimmt , wenn es ohne Einverständnis geschehen würde , eine schwere Straftat .",1,1,1.0
graphic,Med,Judgement,,,,,0,1,0.0
graphic,Med,Appreciation,,,,,0,1,0.0
grateful,Art,Affect,dankbar,dankbar:1,I 'm so grateful for them .,"Ich bin dankbar , dass ich sie habe .",1,1,1.0
grateful,Art,Judgement,,,,,0,1,0.0
grateful,Art,Appreciation,,,,,0,1,0.0
grateful,Edu,Affect,dankbar,dankbar:1,"I 'm grateful to mentors , colleagues , and collaborators around the world .","Ich bin meinen Mentoren , Kollegen und Mitarbeitern auf der ganzen Welt dankbar .",1,1,1.0
grateful,Edu,Judgement,,,,,0,1,0.0
grateful,Edu,Appreciation,,,,,0,1,0.0
grateful,His,Affect,dankbar,dankbar:2,"In my own life , I shall always be grateful for having found a form of play in my irrational love of baseball .","In meinem eigenen Leben werde ich immer dafür dankbar sein , eine Form von Freizeit in meiner irrationalen Liebe zu Baseball gefunden zu haben .",2,2,1.0
grateful,His,Judgement,,,,,0,2,0.0
grateful,His,Appreciation,,,,,0,2,0.0
grateful,Phi,Affect,dankbar,dankbar:1,"My mother was an artist , my father was a college professor , and I am truly grateful for my upbringing , because I always felt completely comfortable designing my life exactly as I saw fit .","Meine Mutter war Künstlerin , mein Vater Professor an dem College und ich bin wirklich dankbar für meine Erziehung . Denn ich fühlte mich immer wohl dabei , mein Leben so zu gestalten genau so , wie ich es wollte .",1,1,1.0
grateful,Phi,Judgement,,,,,0,1,0.0
grateful,Phi,Appreciation,,,,,0,1,0.0
grateful,Pol,Affect,,,,,0,1,0.0
grateful,Pol,Judgement,dankbar,dankbar:1,He was grateful for what he had .,"Er war dankbar für das , was er hatte .",1,1,1.0
grateful,Pol,Appreciation,,,,,0,1,0.0
grateful,Tech,Affect,dankbar,dankbar:1,"And also the Miller Institute for Basic Research in Science , which gave me three years of funding to just do science all the time , and for that I 'm very grateful .","Und auch dem Miller Institute for Basic Research in Science , das mich drei Jahre dabei unterstützt hat , die ganze Zeit ausschließlich Forschung zu betreiben und dafür bin ich sehr dankbar .",1,1,1.0
grateful,Tech,Judgement,,,,,0,1,0.0
grateful,Tech,Appreciation,,,,,0,1,0.0
gray,Ent,Affect,,,,,0,2,0.0
gray,Ent,Judgement,,,,,0,2,0.0
gray,Ent,Appreciation,grau,grau:2,The four blue tiles on the left are gray .,Die vier blauen Kacheln links sind grau .,2,2,1.0
grayer,Psy,Affect,,,,,0,1,0.0
grayer,Psy,Judgement,,,,,0,1,0.0
grayer,Psy,Appreciation,grauer,grauer:1,People are living longer and societies are getting grayer .,Menschen leben länger und Gesellschaften werden immer grauer .,1,1,1.0
great,Art,Affect,Großartig,Großartig:1,"And I had a show in London recently where my friends invited me to come to London for four days to sit in a sandbox , and I said great .","Ich habe neulich bei einer Ausstellung in London mitgemacht . Meine Freunde hatten mich eingeladen , nach London zu kommen und vier Tage lang in einem Sandkasten zu sitzen und ich sagte : "" Großartig . """,1,4,0.25
great,Art,Judgement,großartig,großartig:1,It feels great .,"Es fühlt sich großartig an . """,1,4,0.25
great,Art,Appreciation,großartig,großartig:2,"The browser was great , but the browser was very primitive , very narrow bandwidth .","Der Browser war großartig , aber er war sehr primitiv , mit sehr begrenzter Bandbreite .",2,4,0.5
great,Bus,Affect,,,,,0,6,0.0
great,Bus,Judgement,,,,,0,6,0.0
great,Bus,Appreciation,großartig,großartig:6,Is n't that great ?,Ist das nicht großartig ?,6,6,1.0
great,Edu,Affect,,,,,0,3,0.0
great,Edu,Judgement,gut,gut:1,"And I 'm not alone : so many women I talk to tell me that they gravitate towards careers and professions that they know they 're going to be great in , that they know they 're going to be perfect in , and it 's no wonder why .","Damit bin ich nicht allein . So viele Frauen erzählen mir , dass sie nur Berufe anstreben , in denen sie auf jeden Fall gut sein werden . Jobs , von denen sie wissen , dass sie perfekt darin sein werden . Das ist auch kein Wunder .",1,3,0.3333
great,Edu,Appreciation,"großartig, toll","großartig:1, toll:1","Now , a lot of skeptics might say , well , hey , this is all great , philosophically , this whole idea of mastery - based learning and its connection to mindset , students taking agency over their learning .","Nun sagen eine Menge Skeptiker : Theoretisch ist das großartig , das ganze Konzept des kompetenzbasierten Lernens in Verbindung mit der Einstellung , das selbstbestimmte Lernen .",2,3,0.6667
great,Ent,Affect,:,::1,"And I thought , well , great .",Da dachte ich :,1,4,0.25
great,Ent,Judgement,super,super:1,"And do n't get me wrong -- sometimes I loved it and it was great , but other times , I felt like I had been left alone to fend for myself .","Verstehen Sie mich nicht falsch -- manchmal war es super , aber es gab Zeiten , in denen ich mich verlassen fühlte ; alleine kämpfte .",1,4,0.25
great,Ent,Appreciation,"daran, klar","daran:1, klar:1",So that 's great .,Alles klar . Prima .,2,4,0.5
great,His,Affect,,,,,0,3,0.0
great,His,Judgement,"Ur-, großartig","Ur-:1, großartig:1","But they were great , nonetheless .",Sie waren trotzdem großartig .,2,3,0.6667
great,His,Appreciation,groß,groß:1,"The job ahead of us , the task ahead of us , the challenge ahead of us is great .","Die Arbeit , die vor uns liegt , die Aufgabe vor uns , die Herausforderung vor uns , ist groß .",1,3,0.3333
great,Phi,Affect,,,,,0,3,0.0
great,Phi,Judgement,hervorragend,hervorragend:1,It was great for their genetic fitness .,Es war hervorragend für ihre genetische Fitness .,1,3,0.3333
great,Phi,Appreciation,großartig,großartig:2,Craig Venter 's tremendous and brilliant attempt to DNA sequence things in the ocean is great .,Craig Venters kollossaler und brillianter Versuch die DNA von Wesen in dem Ozean zu sequenzieren ist großartig .,2,3,0.6667
great,Pol,Affect,gut,gut:1,"Sounds pretty great , but is it realistic ?","Klingt ziemlich gut , aber ist das realistisch ?",1,4,0.25
great,Pol,Judgement,,,,,0,4,0.0
great,Pol,Appreciation,"toll, wunderbar","toll:2, wunderbar:1",Now that process feels great . It feels really satisfying .,Dieser Prozess fühlt sich toll und befriedigend an .,3,4,0.75
great,Psy,Affect,,,,,0,1,0.0
great,Psy,Judgement,großartig,großartig:1,"But it was great . """,Aber es war großartig . “,1,1,1.0
great,Psy,Appreciation,,,,,0,1,0.0
great,Sci,Affect,,,,,0,3,0.0
great,Sci,Judgement,,,,,0,3,0.0
great,Sci,Appreciation,"großartig, sehr, super","großartig:1, sehr:1, super:1",The reasons these challenges are great is that technically it 's difficult to go to sea .,"Diese Aufgaben sind sehr schwierig , weil es technisch schwer ist , auf die Meere hinauszufahren .",3,3,1.0
great,Tech,Affect,,,,,0,5,0.0
great,Tech,Judgement,,,,,0,5,0.0
great,Tech,Appreciation,"großartig, Großartig, bedeutend, groß","großartig:2, Großartig:1, bedeutend:1, groß:1",And do n't get me wrong -- these carbon markets are great .,Verstehen Sie mich nicht falsch -- die CO2 - Märkte sind groß .,5,5,1.0
greater,Phi,Affect,,,,,0,2,0.0
greater,Phi,Judgement,,,,,0,2,0.0
greater,Phi,Appreciation,größer,größer:2,"The weight of one is greater , lesser or equal to the weight of the other .","Das Gewicht des einen ist größer , kleiner oder gleich dem Gewicht des anderen .",2,2,1.0
greatest,Phi,Affect,,,,,0,1,0.0
greatest,Phi,Judgement,,,,,0,1,0.0
greatest,Phi,Appreciation,größten,größten:1,"For example , the classic lowland Maya of the Yucatan began to collapse in the early 800s -- literally a few decades after the Maya were building their biggest monuments , and Maya population was greatest .","Z.B. begann der Kollaps der ehemaligen Flachland - Maya aus Yucatan zu Beginn des 8. Jh. , nur wenige Jahrzehnte nach dem Bau ihrer größten Monumente , und als die Bevölkerung an dem größten war .",1,1,1.0
green,Bus,Affect,,,,,0,2,0.0
green,Bus,Judgement,,,,,0,2,0.0
green,Bus,Appreciation,grün,grün:2,"And you can see , the world is crazily green .","Und Sie können sehen , die Welt ist wahnsinnig grün .",2,2,1.0
green,Ent,Affect,,,,,0,1,0.0
green,Ent,Judgement,,,,,0,1,0.0
green,Ent,Appreciation,grünes,grünes:1,"Now , these people will be at a stoplight , they 'll wait for the light to turn green and when it does , they yell , "" Go back to your own country ! ""","Sie stehen vor einer Ampel , warten auf grünes Licht und rufen dann : "" Zurück in euer Land ! """,1,1,1.0
green,Phi,Affect,,,,,0,1,0.0
green,Phi,Judgement,,,,,0,1,0.0
green,Phi,Appreciation,grün,grün:1,"And by the way , the reason the kittens here are orange and these are green is because that 's a bioluminescent gene from coral , while this is from jellyfish .","Und übrigens , der Grund dafür warum diese Kätzchen orange und jene grün sind ist , dass hier ein biolumineszentes Gen einer Koralle verwendet wurde und hier das einer Qualle .",1,1,1.0
green,Pol,Affect,,,,,0,1,0.0
green,Pol,Judgement,,,"Instead , they just make me green with envy that my colleague from IUCN was able to go on this journey to the south of Madagascar seamounts to actually take photographs and to see these wondrous creatures of the deep .","Ich dagegen beneide meinen Kollegen von der IUCN , der diese Reise zu dem Süden der Seamounts von Madagascar machen konnte um dort selbst zu fotografieren und diese wunderlichen Wesen der Tiefe zu sehen .",1,1,1.0
green,Pol,Appreciation,,,,,0,1,0.0
guilty,Ent,Affect,schuldig,schuldig:1,"I feel guilty and unhappy with myself , rather than thinking there 's something wrong with the painting , I think there 's something wrong with me .","Ich fühle mich schuldig und unzufrieden mit mir selbst , anstatt zu denken , dass etwas mit dem Gemälde nicht stimmt , denke ich , dass mit mir etwas nicht stimmt .",1,1,1.0
guilty,Ent,Judgement,,,,,0,1,0.0
guilty,Ent,Appreciation,,,,,0,1,0.0
guilty,Med,Affect,schuldig,schuldig:1,And I 've always felt guilty about that .,Und ich habe mich immer schuldig gefühlt deswegen .,1,1,1.0
guilty,Med,Judgement,,,,,0,1,0.0
guilty,Med,Appreciation,,,,,0,1,0.0
guilty,Psy,Affect,,,,,0,3,0.0
guilty,Psy,Judgement,schuldig,schuldig:1,"Now , Tsarnaev is guilty , there 's no doubt about that .","Zarnajew ist schuldig , da besteht kein Zweifel .",1,3,0.3333
guilty,Psy,Appreciation,schuldig,schuldig:2,"So another report , an investigative report by General Fay , says the system is guilty .","In einem Enthüllungsbericht von General Fay steht , das System sei schuldig ,",2,3,0.6667
guilty,Sci,Affect,schuldig,schuldig:1,"Now , we 're probably all a little bit guilty of that at times .","Nun , hier sind wir wohl alle manchmal schuldig .",1,1,1.0
guilty,Sci,Judgement,,,,,0,1,0.0
guilty,Sci,Appreciation,,,,,0,1,0.0
habitable,Med,Affect,,,,,0,1,0.0
habitable,Med,Judgement,bewohnbar,bewohnbar:1,"Well , Don Brownlee , my friend , and I finally got to the point where we got tired of turning on the TV and seeing the spaceships and seeing the aliens every night , and tried to write a counter - argument to it , and put out what does it really take for an Earth to be habitable , for a planet to be an Earth , to have a place where you could probably get not just life , but complexity , which requires a huge amount of evolution , and therefore constancy of conditions .","Also , mein Freund Don Brownlee und Ich sind schließlich zu der Stelle gekommen wo wir keine Lust mehr hatten den Fernseher einzuschalten und jede Nacht Raumschiffe und Außerirdischen zu sehen , und haben versucht dazu ein Gegenargument zu schreiben , um zu zeigen was eine Erde wirklich braucht um bewohnbar zu sein , wie eine Planet zu der Erde wird , einen Ort zu haben wo man nicht nur Leben sondern auch Komplexität hat was eine riesige Menge Evolution erfordert , und damit die Gleichmäßigkeit von Konditionen .",1,1,1.0
habitable,Med,Appreciation,,,,,0,1,0.0
habitable,Sci,Affect,,,,,0,1,0.0
habitable,Sci,Judgement,,,,,0,1,0.0
habitable,Sci,Appreciation,bewohnbar,bewohnbar:1,The Star Trek Enterprise had to travel vast distances at incredible speeds to orbit other planets so that First Officer Spock could analyze the atmosphere to see if the planet was habitable or if there were lifeforms there .,"Die Enterprise musste große Distanzen mit einer unglaublichen Geschwindigkeit zurücklegen , um anderen Planeten nahe genug zu kommen , sodass der Erste Offizier Spock die Atmosphäre analysieren konnte , um zu sehen , ob der Planet bewohnbar war oder es Lebensformen gab .",1,1,1.0
handed,Sci,Affect,,,,,0,4,0.0
handed,Sci,Judgement,Rechtshänder,Rechtshänder:1,"Now , some people who think they 're right - handed are genetically left - handed .","Aber einige Menschen , die meinen , sie seien Rechtshänder sind genetisch bedingt eigentlich Linkshänder .",1,4,0.25
handed,Sci,Appreciation,Linkshänder,Linkshänder:3,"30 percent of schizophrenic people are left - handed , and schizophrenia has a very funny genetics , which means 60 percent of the people are genetically left - handed , but only half of it showed .","30 Prozent aller Personen mit Schizophrenie sind Linkshänder und Schizophrenie hat ein paar wirklich komische Vererbungen , was bedeutet , dass eigentlich 60 Prozent von diesen Leuten genetisch bedingt Linkshänder sind , aber nur bei der Hälfte zeigt sich das auch so .",3,4,0.75
handsome,Psy,Affect,,,,,0,1,0.0
handsome,Psy,Judgement,,,,,0,1,0.0
handsome,Psy,Appreciation,nicht gut,nicht gut:1,"And , "" Was n't that rickshaw driver handsome ! ""","und "" Sah der Rikscha - Fahrer nicht gut aus ? ! """,1,1,1.0
happier,Bus,Affect,glücklicher,glücklicher:2,"So almost everywhere we look , we see that giving money away makes you happier than keeping it for yourself .","Also nahezu überall , wo wir hinsehen , erkennen wir , dass es uns glücklicher macht , Geld wegzugeben , als es für uns selbst zu behalten .",2,4,0.5
happier,Bus,Judgement,glücklicher,glücklicher:1,"Let 's have some people do what they usually do , spend money on themselves , and let 's make some people give money away , and measure their happiness and see if , in fact , they get happier .","Lassen wir ein paar Leute das machen , was sie normalerweise tun und Geld für sich ausgeben , und lassen wir ein paar Leute Geld für andere ausgeben , und dann finden wir heraus , welche Gruppe glücklicher ist .",1,4,0.25
happier,Bus,Appreciation,glücklicher,glücklicher:1,"People who spent money on others got happier ; people who spent it on themselves , nothing happened .","Leute , die das Geld für andere ausgaben , wurden glücklicher .",1,4,0.25
happier,Edu,Affect,,,,,0,1,0.0
happier,Edu,Judgement,,,,,0,1,0.0
happier,Edu,Appreciation,glücklicher,glücklicher:1,"Their mental and physical health improves , and even their families are happier .",Die seelische sowie körperliche Gesundheit verbessert sich und sogar die Familien sind glücklicher .,1,1,1.0
happier,Ent,Affect,glücklicher,glücklicher:1,"It 's because we know , when we 're playing a game , that we 're actually happier working hard than we are relaxing , or hanging out .","Der Grund ist , dass , wenn wir spielen , sind wir tatsächlich glücklicher dabei , hart zu arbeiten , als wenn wir uns entspannen oder nichts tun .",1,2,0.5
happier,Ent,Judgement,,,,,0,2,0.0
happier,Ent,Appreciation,glücklicher,glücklicher:1,Your pets are happier than you are .,Ihre Haustiere sind glücklicher als Sie .,1,2,0.5
happier,Med,Affect,,,,,0,1,0.0
happier,Med,Judgement,,,,,0,1,0.0
happier,Med,Appreciation,fröhlicher,fröhlicher:1,"They say that people who are engaged in activities are happier , easier for their caregivers to look after , and it may even slow the progress of the disease . That all seems like win to me .","Man sagt , dass Menschen , die beschäftigt sind , fröhlicher sind . Sie sind leichter zu pflegen , und die Krankheit schreitet möglicherweise langsamer fort . Das hört sich alles gut für mich an .",1,1,1.0
happier,Pol,Affect,,,,,0,1,0.0
happier,Pol,Judgement,,,,,0,1,0.0
happier,Pol,Appreciation,glücklicher,glücklicher:1,"Six months later , CEO Adam Husney reports that people are dramatically happier and have never been more productive .","Sechs Monate später berichtet der Geschäftsführer Adam Husney , dass die Leute erheblich glücklicher sind und noch nie so produktiv waren .",1,1,1.0
happier,Psy,Affect,glücklicher,glücklicher:1,"We invest in more emotionally important parts of life , and life gets better , so we 're happier day - to - day .","Wir investieren mehr in emotional wichtige Bereiche des Lebens und das Leben wird dadurch besser , wodurch wir von Tag zu Tag glücklicher werden .",2,7,0.2857
happier,Psy,Judgement,"glücklicher, zufriedener","glücklicher:1, zufriedener:1","They 're happier than middle - aged people , and younger people , certainly .","Sie sind glücklicher als Menschen mittleren Alters , und mit Sicherheit glücklicher als jüngere .",2,7,0.2857
happier,Psy,Appreciation,"glücklicher, glücklich","glücklicher:2, glücklich:1","I am a health psychologist , and my mission is to help people be happier and healthier .","Als Gesundheitspsychologin ist es meine Mission , anderen zu helfen , glücklich und gesund zu sein .",3,7,0.4286
happy,Art,Affect,"glücklich, sehr, überglücklich","glücklich:1, sehr:1, überglücklich:1",And I 'm really happy to be here .,"Ich freue mich sehr , hier zu sein .",3,4,0.75
happy,Art,Judgement,glücklich,glücklich:1,They were so happy .,Sie waren so glücklich .,1,4,0.25
happy,Art,Appreciation,,,,,0,4,0.0
happy,Bus,Affect,glücklich,glücklich:8,"But I was thinking about this , and I realized that although my new book makes me happy , and I think would make my mother happy , it 's not really about happiness .","Aber dann habe ich nochmal überlegt und festgestellt , dass , auch wenn mich mein neues Buch glücklich macht und ich auch glaube , dass es meine Mutter glücklich machen wird , es darin trotzdem nicht um das Glücklichsein geht .",8,12,0.6667
happy,Bus,Judgement,glücklich,glücklich:2,"It did n't make them less happy , it just did n't do much for them .","Bei Leuten , die das Geld für sich ausgaben , geschah nichts . Es machte sie nicht weniger glücklich , es brachte ihnen einfach nicht viel .",2,12,0.1667
happy,Bus,Appreciation,glücklich,glücklich:2,"But I was thinking about this , and I realized that although my new book makes me happy , and I think would make my mother happy , it 's not really about happiness .","Aber dann habe ich nochmal überlegt und festgestellt , dass , auch wenn mich mein neues Buch glücklich macht und ich auch glaube , dass es meine Mutter glücklich machen wird , es darin trotzdem nicht um das Glücklichsein geht .",2,12,0.1667
happy,Edu,Affect,gerne,gerne:1,"It was n't a formal , organized learning process , and I 'm happy to admit that .","Der Lernprozess war nicht formell organisiert , und ich gebe gerne zu ,",1,4,0.25
happy,Edu,Judgement,,,,,0,4,0.0
