file,Domain,sent_index,token_id,token_form,token_lemma,sense,sentence,de_aligned_forms,de_aligned_lemmas,de_sentence
Phi9_en.conllu,Phi,93,42,different,different,Appreciation,"We just see a little tiny part of reality that 's described by the laws of quantum field theory , but there are many , many other worlds , parts of reality that are described by vastly different theories that are different from ours in ways we ca n't imagine , that are inconceivably exotic .",unterscheiden,unterscheiden,"Wir sehen nur einen kleinen Teil der Wirklichkeit , der von der Quantenfeldtheorie beschrieben wird , aber es gibt viele , viele Welten , Teile der Wirklichkeit , die von komplett anderen Theorien beschrieben werden , die sich von den unseren auf unvorstellbare Weise unterscheiden , die undenkbar exotisch sind ."
Phi9_en.conllu,Phi,93,55,exotic,exotic,Appreciation,"We just see a little tiny part of reality that 's described by the laws of quantum field theory , but there are many , many other worlds , parts of reality that are described by vastly different theories that are different from ours in ways we ca n't imagine , that are inconceivably exotic .",exotisch,exotisch,"Wir sehen nur einen kleinen Teil der Wirklichkeit , der von der Quantenfeldtheorie beschrieben wird , aber es gibt viele , viele Welten , Teile der Wirklichkeit , die von komplett anderen Theorien beschrieben werden , die sich von den unseren auf unvorstellbare Weise unterscheiden , die undenkbar exotisch sind ."
Phi9_en.conllu,Phi,97,22,full,full,Appreciation,"It 's the principle of plenitude or fecundity , or the great chain of being , that reality is actually as full as possible .",vollständig,vollständig,"Es ist das Prinzip der Vollkommenheit oder Fruchtbarkeit , oder der großen Kette des Seins , dass die Wirklichkeit tatsächlich so vollständig wie möglich ist ."
Phi9_en.conllu,Phi,106,12,elegant,elegant,Appreciation,He claims that the universe we live in mathematically is very elegant .,elegant,elegant,"Er behauptet , dass das Universum , in dem wir leben , mathematisch sehr elegant sei ."
Phi9_en.conllu,Phi,108,11,true,true,Judgement,"It 's a pious hope , I wish it were true , but I think the other day he admitted to me it 's really an ugly universe .",wahr,wahr,"Es ist ein frommer Wunsch und ich wünschte , es wäre wahr , aber ich denke , dass er mir letztens gestanden hat , dass es ein wirklich hässliches Universum ist ."
Phi9_en.conllu,Phi,116,3,special,special,Appreciation,Nothingness is special .,besonders,besonders,Das Nichts ist besonders .
Phi9_en.conllu,Phi,117,4,simplest,simple,Judgement,It 's the simplest .,Einfachste,einfachst,Es ist das Einfachste .
Phi9_en.conllu,Phi,119,3,special,special,Appreciation,That 's special .,besonders,besonders,Die ist besonders .
Phi9_en.conllu,Phi,120,8,special,special,Appreciation,"The fullest possible reality , that 's special .",besonders,besonders,Die vollständige Realität ist besonders .
Phi9_en.conllu,Phi,122,13,special,special,Appreciation,"There 's also just the crummy , generic realities that are n't special in any way , that are sort of random .",besonders,besonders,"Da gibt es auch die schäbigen , unspezifischen Realitäten , die auf keine Art und Weise besonders sind , die irgendwie zufällig sind ."
Phi9_en.conllu,Phi,122,22,random,random,Appreciation,"There 's also just the crummy , generic realities that are n't special in any way , that are sort of random .",zufällig,zufällig,"Da gibt es auch die schäbigen , unspezifischen Realitäten , die auf keine Art und Weise besonders sind , die irgendwie zufällig sind ."
Phi9_en.conllu,Phi,123,12,short,short,Judgement,"They 're infinitely removed from nothingness , but they fall infinitely short of complete fullness .",weit,weit,"Sie sind unendlich weit von dem Nichts entfernt , aber ihnen fehlt auch noch unendlich viel zu der Vollkommenheit ."
Phi9_en.conllu,Phi,127,8,perfect,perfect,Appreciation,"Maybe , but the deity is n't perfect like the Judeo - Christian deity .",perfekt,perfekt,"Vielleicht , aber die Gottheit ist nicht perfekt , wie die christlich - jüdische Gottheit ."
Phi9_en.conllu,Phi,128,7,good,good,Appreciation,The deity is n't all - good and all - powerful .,gütig,gütig,Die Gottheit ist nicht gütig und allmächtig .
Phi9_en.conllu,Phi,129,7,malevolent,malevolent,Judgement,"It might be instead 100 percent malevolent but only 80 percent effective , which pretty much describes the world we see around us , I think .",bösartig,bösartig,"Sie könnte stattdessen 100 % bösartig sein , aber nur zu 80 % effizient , was ziemlich genau die Welt beschreibt , die wir kennen , denke ich ."
Phi9_en.conllu,Phi,138,3,sure,sure,Affect,I 'm sure you all know about this .,sicher,sicher,"Ich bin sicher , Sie haben alle davon gehört ."
Phi9_en.conllu,Phi,139,19,stuck,stuck,Affect,"So anyway , I think there 's some evidence that this really is the reality that we 're stuck with .",leben,leben,"Also , wie auch immer , ich denke , es gibt einige Beweise dafür , dass diese Realität die ist , in der wir leben ."
Phi9_en.conllu,Phi,143,16,improbable,improbable,Appreciation,"Why do you exist ? You know , our existence would seem to be amazingly improbable , because there 's an enormous number of genetically possible humans , if you can compute it by looking at the number of the genes and the number of alleles and so forth , and a back - of - the - envelope calculation will tell you there are about 10 to the 10,000th possible humans , genetically .",unwahrscheinlich,unwahrscheinlich,"Warum existieren Sie ? Unsere Existenz ist eigentlich unglaublich unwahrscheinlich , denn es gibt eine enorme Anzahl von genetisch möglichen Menschen . Man kann es mit der Anzahl der Gene und der Allele usw . berechnen , und ein Überschlag ergibt , dass es etwa 10 hoch 10 000 genetisch mögliche Menschen gibt ."
Phi9_en.conllu,Phi,153,23,meaningless,meaningless,Appreciation,"Well then our existence would be guaranteed , because every possible thing exists in that reality , but our choices would be meaningless .",bedeutungslos,bedeutungslos,"Dann wäre unsere Existenz garantiert , weil alle Möglichkeiten in dieser Realität existierten , aber unsere Entscheidungen wären bedeutungslos ."
Phi9_en.conllu,Phi,155,5,meaningless,meaningless,Appreciation,So my choices are meaningless .,bedeutungslos,bedeutungslos,Es wäre also bedeutungslos .
Phi9_en.conllu,Phi,158,11,mediocre,mediocre,Appreciation,"So I think living in a generic reality that 's mediocre , there are nasty bits and nice bits and we could make the nice bits bigger and the nasty bits smaller and that gives us a kind of purpose in life .",,,"Ich denke also , in einer unspezifischen Realität zu leben , in der es schöne und scheußliche Dinge gibt und wir die schönen größer und die scheußlichen kleiner machen können , gibt uns einen Sinn in dem Leben ."
Phi9_en.conllu,Phi,158,27,bigger,big,Affect,"So I think living in a generic reality that 's mediocre , there are nasty bits and nice bits and we could make the nice bits bigger and the nasty bits smaller and that gives us a kind of purpose in life .",größer,groß,"Ich denke also , in einer unspezifischen Realität zu leben , in der es schöne und scheußliche Dinge gibt und wir die schönen größer und die scheußlichen kleiner machen können , gibt uns einen Sinn in dem Leben ."
Phi9_en.conllu,Phi,158,32,smaller,small,Appreciation,"So I think living in a generic reality that 's mediocre , there are nasty bits and nice bits and we could make the nice bits bigger and the nasty bits smaller and that gives us a kind of purpose in life .",kleiner,klein,"Ich denke also , in einer unspezifischen Realität zu leben , in der es schöne und scheußliche Dinge gibt und wir die schönen größer und die scheußlichen kleiner machen können , gibt uns einen Sinn in dem Leben ."
Phi9_en.conllu,Phi,159,4,absurd,absurd,Appreciation,"The universe is absurd , but we can still construct a purpose , and that 's a pretty good one , and the overall mediocrity of reality kind of resonates nicely with the mediocrity we all feel in the core of our being .",absurd,absurd,"Das Universum ist absurd , aber wir können immer noch einen Zweck konstruieren , und die überwiegende Mittelmäßigkeit der Realität ist schön in dem Einklang mit der Mittelmäßigkeit , die wir alle in unserem tiefsten Innern fühlen ."
Pol10_en.conllu,Pol,4,28,monstrous,monstrous,Appreciation,It is a place where each new voyage of exploration brings back new discoveries of creatures so wondrous and strange that our forefathers would have considered them monstrous indeed .,monströs,monströs,"Es ist ein Ort , wo bei jeder neuen Forschungsreise neue Kreaturen entdeckt werden , die so wunderlich und fremd sind dass unsere Vorfahren sie wirklich monströs genannt hätten ."
Pol10_en.conllu,Pol,5,7,green,green,Judgement,"Instead , they just make me green with envy that my colleague from IUCN was able to go on this journey to the south of Madagascar seamounts to actually take photographs and to see these wondrous creatures of the deep .",,,"Ich dagegen beneide meinen Kollegen von der IUCN , der diese Reise zu dem Süden der Seamounts von Madagascar machen konnte um dort selbst zu fotografieren und diese wunderlichen Wesen der Tiefe zu sehen ."
Pol10_en.conllu,Pol,5,16,able,able,Appreciation,"Instead , they just make me green with envy that my colleague from IUCN was able to go on this journey to the south of Madagascar seamounts to actually take photographs and to see these wondrous creatures of the deep .",der,der,"Ich dagegen beneide meinen Kollegen von der IUCN , der diese Reise zu dem Süden der Seamounts von Madagascar machen konnte um dort selbst zu fotografieren und diese wunderlichen Wesen der Tiefe zu sehen ."
Pol10_en.conllu,Pol,18,26,weaker,weak,Appreciation,"For example , garbage discharge , something you would think just simply goes away , but the laws regulating ship discharge of garbage actually get weaker the further you are from shore .",schwächer,schwach,"Müllverklappung zu dem Beispiel , etwas wovon man glaubt , es würde sich von selbst erledigen , doch die Gesetze , die regeln wie Schiffe Müll abladen dürfen werden immer schwächer , je weiter man sich von der Küste entfernt ."
Pol10_en.conllu,Pol,20,3,unbelievable,unbelievable,Judgement,It 's unbelievable .,unglaublich,unglaublich,Es ist unglaublich .
Pol10_en.conllu,Pol,25,12,able,able,Judgement,"You can invite people in , but they have to be able to play by the rules .",,,"Man kann Andere einladen , aber sie müssen sich an die Regeln halten ."
Pol10_en.conllu,Pol,29,6,able,able,Affect,"That is , we 're able to save it from a fate of deep - sea bottom trawling .",geschafft,schaffen,"Wir haben es geschafft , ihn vor der Vernichtung durch Schleppnetzfischerei zu retten ."
Pol10_en.conllu,Pol,33,13,able,able,Affect,"So within three years , from 2003 to 2006 , we were able to get norm in place that actually changed the paradigm of how fishers went about deep - sea bottom trawling .",durchgesetzt,durchsetzen,"So haben wir in drei Jahren , von 2003 bis 2006 , eine Regelung durchgesetzt , die das Grundmuster verändert hat , wie Fischer Tiefseeschleppnetze einsetzen ."
Pol10_en.conllu,Pol,38,40,interested,interested,Affect,"Sylvia 's wish provides us with that leverage , that access to the heart of human beings , you might say , who have rarely seen places beyond their own toes , but are now hopefully going to become interested in the full life - cycle of creatures like these sea turtles , who indeed spend most of their time in the high seas .",interessieren,interessieren,"Sylvia 's Wunsch gibt uns den nötigen Anschub , den Zugang zu den Herzen der Menschen , sozusagen , die selten über den eigenen Tellerrand schauen , aber die jetzt hoffentlich anfangen , sich für Lebewesen wie diese Meeresschildkröten zu interessieren , die den Großteil ihres Lebens in der Hohen See verbringen ."
Pol10_en.conllu,Pol,52,7,important,important,Affect,"But what makes the Ross Sea important is the vast sea of pack ice that in the spring and summer provides a wealth of phytoplankton and krill that supports what , till recently , has been a virtually intact near - shore ecosystem .",so wichtig,so wichtig,"Aber was das Rossmeer so wichtig macht , ist die weite Packeisfläche die in dem Frühling und Sommer mit einer Fülle von Phytoplankton und Krill nährt , was noch bis vor kurzem ein nahezu intaktes küstennahes Ökosystem war ."
Pol10_en.conllu,Pol,63,27,vulnerable,vulnerable,Judgement,"We can use the same technologies that fishers use to identify where the species are , in order to close the area when it 's most vulnerable , which may , in some cases , be year - round .",verletzlichsten,verletzlich,"Wir können die gleichen Technologien nutzen wie die Fischer um diese Arten zu orten um das Gebiet zu sperren wenn es an dem verletzlichsten ist , und sei es , in manchen Fällen , das ganze Jahr lang ."
Pol10_en.conllu,Pol,64,2,closer,close,Affect,"Getting closer to shore , where we are , this was in fact taken in the Galapagos .",nähern,nähern,"Wir nähern uns jetzt der Küste , das hier ist auf den Galapagos - Inseln ."
Pol10_en.conllu,Pol,83,5,exciting,exciting,Affect,"What I find so exciting is that the Census of Marine Life has looked at more than the tagging of pacific predators ; it 's also looked in the really unexplored mid-water column , where creatures like this flying sea cucumber have been found .",aufregend,aufregend,"Was ich so aufregend finde , ist dass Census of Marine Life viel mehr als das Markieren pazifischer Raubfische macht , sie haben auch die kaum erforschte mittleren Meeresschicht untersucht , in der Wesen wie diese fliegende Seegurke gefunden wurden ."
Pol10_en.conllu,Pol,84,7,able,able,Affect,"And fortunately , we 've been able , as IUCN , to team up with the Census of Marine Life and many of the scientists working there to actually try to translate much of this information to policymakers .",konnten,können,"Und zu dem Glück konnten wir , die IUCN , uns mit Census of Marine Life zusammentun , und mit vielen ihrer Forscher um diese Informationen für Politiker aufzubereiten ."
Pol10_en.conllu,Pol,105,8,wide,wide,Appreciation,Our species are ocean - basin - wide .,verteilt,verteilen,Unsere Arten sind über ganze Meere verteilt .
Pol11_en.conllu,Pol,3,20,glad,glad,Affect,"And while this is not my first visit to the U.K. , I have to say that I am glad that this is my first official visit .",freue,freuen,"Ich war zwar schon in Großbritannien , aber ich freue mich sehr , dass mein erster Staatsbesuch mich hierher führt ."
Pol11_en.conllu,Pol,7,11,distant,distant,Appreciation,"And although the circumstances of our lives may seem very distant , with me standing here as the First Lady of the United States of America , and you , just getting through school , I want you to know that we have very much in common .",stark,stark,"Auch wenn unsere Lebensumstände sich stark zu unterscheiden scheinen – ich hier vorn als First Lady der USA , ihr noch auf der Schule – , sollt ihr wissen , dass wir sehr viel gemeinsam haben ."
Pol11_en.conllu,Pol,18,6,harder,hard,Judgement,But even as it got harder for him to walk and get dressed in the morning -- I saw him struggle more and more -- my father never complained about his struggle .,schwerer,schwer,"Aber selbst als ihm das Laufen immer schwerer fiel und auch das Anziehen morgens – das habe ich selbst gesehen – , beklagte sich mein Vater nie über seine Krankheit ."
Pol11_en.conllu,Pol,19,3,grateful,grateful,Judgement,He was grateful for what he had .,dankbar,dankbar,"Er war dankbar für das , was er hatte ."
Pol11_en.conllu,Pol,26,4,fortunate,fortunate,Affect,"I was also fortunate enough to be cherished and encouraged by some strong male role models as well , including my father , my brother , uncles and grandfathers .",Glück,glück,"Ich hatte außerdem das Glück , auch von einigen starken männlichen Vorbildern umsorgt und ermutigt zu werden , darunter mein Vater , mein Bruder , meine Onkel und Großväter ."
Pol11_en.conllu,Pol,52,36,important,important,Judgement,"That 's why all of this that you 're going through -- the ups and the downs , the teachers that you love and the teachers that you do n't -- why it 's so important .",wichtig,wichtig,"Deshalb ist alles , was ihr jetzt durchmacht – die Höhen und Tiefen , die beliebten und die weniger beliebten Lehrer – , deshalb ist das so wichtig ."
Pol11_en.conllu,Pol,53,12,strong,strong,Appreciation,Because communities and countries and ultimately the world are only as strong as the health of their women .,stark,stark,Denn Gemeinden und Länder und letztendlich auch die Welt sind nur so stark wie das Wohl ihrer Frauen .
Pol11_en.conllu,Pol,54,4,important,important,Appreciation,And that 's important to keep in mind .,immer,immer,Daran müssen wir immer denken .
Pol11_en.conllu,Pol,71,4,smart,smart,Affect,I liked being smart .,gerne,gerne,Ich war gerne klug .
Pol11_en.conllu,Pol,79,3,true,true,Appreciation,That is true .,wahr,wahr,Das ist wahr .
Pol11_en.conllu,Pol,82,6,easy,easy,Judgement,And it wo n't be easy -- that 's for sure .,leicht,leicht,Und es wird nicht leicht .
Pol11_en.conllu,Pol,82,11,sure,sure,Appreciation,And it wo n't be easy -- that 's for sure .,,,Und es wird nicht leicht .
Pol11_en.conllu,Pol,93,14,best,good,Affect,We are counting on every single one of you to be the very best that you can be .,viel,viel,"Wir zählen darauf , dass jede Einzelne von euch so viel wie nur möglich aus sich herausholt ."
Pol11_en.conllu,Pol,94,5,big,big,Appreciation,Because the world is big .,groß,groß,Denn die Welt ist groß .
Pol11_en.conllu,Pol,95,4,full,full,Judgement,And it 's full of challenges .,voller,voll,Und sie steckt voller Herausforderungen .
Pol12_en.conllu,Pol,5,5,sure,sure,Affect,I was n't quite sure how to answer the question .,sicher,sicher,"Ich war nicht sicher , wie ich antworten sollte ."
Pol12_en.conllu,Pol,8,7,interested,interested,Appreciation,But what if the researchers were interested in investigating some association between ancestry and the risk for certain genetic traits ?,nun,nun,Aber falls die Forscher nun eine Verbindung zwischen Abstammung und dem Risiko für bestimmte genetische Merkmale untersuchen wollten ?
Pol12_en.conllu,Pol,9,21,European,european,Appreciation,"In that case , would n't they want to know something about my ancestry , which is just as much European as African ?",europäisch,europäisch,"Würden sie in diesem Fall nicht etwas über meine Abstammung wissen wollen , die zugleich europäisch und afrikanisch ist ?"
Pol12_en.conllu,Pol,28,4,happy,happy,Affect,""" I am happy that today , the only race we 're talking about is the human race . """,glücklich,glücklich,""" Ich bin glücklich , dass heute der Tag ist , an dem die einzige Rasse , über die wir reden , die menschliche Rasse ist . """
Pol12_en.conllu,Pol,33,41,American,american,Appreciation,"As you can see in this lab test , the exact same creatinine level , the concentration in the blood of the patient , automatically produces a different GFR estimate depending on whether or not the patient is African - American .",afroamerikanisch,afroamerikanisch,"Wie in diesem Laborversuch zu sehen , produziert der genau gleiche Kreatinin - Wert , die Konzentration in dem Blut des Patienten , automatisch eine andere GFR - Schätzung , abhängig davon , ob der Patient afroamerikanisch ist oder nicht ."
Pol12_en.conllu,Pol,37,7,accurate,accurate,Judgement,Would n't it be far more accurate and evidence - based to determine the muscle mass of individual patients just by looking at them ?,präziser,präzis,"Wäre es nicht viel präziser und evidenzbasierter , die Muskelmasse von Patienten individuell festzulegen , indem man sie sich einfach anschaut ?"
Pol12_en.conllu,Pol,48,8,likely,likely,Appreciation,"Black and Latino patients are twice as likely to receive no pain medication as whites for the same painful long bone fractures because of stereotypes that black and brown people feel less pain , exaggerate their pain , and are predisposed to drug addiction .",hoch,hoch,"Die Wahrscheinlichkeit ist doppelt so hoch für schwarze und lateinamerikanische , verglichen mit weißen Patienten , keine Schmerzmittel zu erhalten , für die gleichen , langen und schmerzhaften Knochenbrüche . Der Grund sind Stereotypen , die besagen , dass Schwarze und Dunkelhäutige weniger Schmerz fühlen , ihre Empfindlichkeit hochspielen und anfällig für Drogensucht sind ."
Pol12_en.conllu,Pol,51,16,convenient,convenient,Affect,"A cardiologist developed this drug without regard to race or genetics , but it became convenient for commercial reasons to market the drug to black patients .",praktisch,praktisch,"Ein Kardiologe hat dieses Mittel ungeachtet der Rasse oder Genetik entwickelt , einfach weil es praktisch wurde , das Mittel , aus kommerziellen Gründen , an schwarze Patienten zu verkaufen ."
Pol12_en.conllu,Pol,54,17,substandard,substandard,Appreciation,"But think about the dangerous message it sent , that black people 's bodies are so substandard , a drug tested in them is not guaranteed to work in other patients .",minderwertig,minderwertig,"Aber denken Sie an die gefährliche Botschaft , die vermittelt wird ; dass die Körper von Schwarzen so minderwertig sind , dass ein an ihnen getestetes Mittel , nicht garantiert bei anderen Patienten wirkt ."
Pol12_en.conllu,Pol,56,9,wary,wary,Appreciation,"For one thing , black patients were understandably wary of using a drug just for black people .",misstrauisch,misstrauisch,"Zu dem Einen waren schwarze Patienten verständlicherweise misstrauisch , ein Mittel zu nehmen , das nur für Schwarze war ."
Pol12_en.conllu,Pol,61,9,beneficial,beneficial,Appreciation,Cartwright argued in the 1850s that slavery was beneficial for black people for medical reasons .,vorteilhaft,vorteilhaft,"Cartwright argumentierte in den 1850ern , Sklaverei sei vorteilhaft für Schwarze , aus medizinischen Gründen ."
Pol12_en.conllu,Pol,62,17,good,good,Appreciation,"He claimed that because black people have lower lung capacity than whites , forced labor was good for them .",gut,gut,"Er behauptete , da Schwarze eine geringere Lungenkapazität als Weiße hätten , sei Zwangsarbeit gut für sie ."
Pol12_en.conllu,Pol,73,4,easier,easy,Judgement,It 's much easier and more lucrative to market a technological fix for these gaps in health than to deal with the structural inequities that produce them .,einfacher,einfach,"Es ist viel einfacher und lukrativer , eine technologische Lösung zu vermarkten , für diese gesundheitlichen Unterschiede , als sich mit den strukturellen Benachteiligungen zu befassen , die diese erzeugen ."
Pol12_en.conllu,Pol,74,6,passionate,passionate,Affect,The reason I 'm so passionate about ending race medicine is n't just because it 's bad medicine .,leidenschaftlich,leidenschaftlich,"Ich möchte die Rassenmedizin so leidenschaftlich beenden , nicht nur , weil das schlechte Praktiken sind ."
Pol13_en.conllu,Pol,6,12,stuck,stuck,Affect,I explained to Chris that I was feeling a little bit stuck .,weiter wusste,weiter wissen,"Ich erzählte Chris , dass ich irgendwie nicht recht weiter wusste ."
Pol13_en.conllu,Pol,15,5,right,right,Appreciation,"That ca n't be right . """,stimmen,stimmen,"Das kann nicht stimmen . """
Pol13_en.conllu,Pol,27,4,true,true,Appreciation,"And that 's true , but the problem is that any use of the gene requires that it be isolated .",,,"Das stimmt ; das Problem ist jedoch , dass jeglicher Gebrauch des Gens eine Isolierung voraussetzt ."
Pol13_en.conllu,Pol,35,5,bankrupt,bankrupt,Judgement,But then they went bankrupt and they never offered it .,insolvent,insolvent,Doch die Firma wurde insolvent und bot den Test nie an .
Pol13_en.conllu,Pol,37,13,available,available,Appreciation,"So as a result , for 2 years , no test was available .",verfügbar,verfügbar,"So kam es , dass zwei Jahre kein Test verfügbar war ."
Pol13_en.conllu,Pol,41,9,clear,clear,Judgement,"Turns out that the Supreme Court has made clear through a long line of cases , that certain things are not patent eligible .",klar,klar,"Der Oberste Gerichtshof hat in vielen Fällen klar festgehalten , dass bestimmte Dinge nicht patentierbar sind ."
Pol13_en.conllu,Pol,41,23,eligible,eligible,Appreciation,"Turns out that the Supreme Court has made clear through a long line of cases , that certain things are not patent eligible .",patentierbar,patentierbar,"Der Oberste Gerichtshof hat in vielen Fällen klar festgehalten , dass bestimmte Dinge nicht patentierbar sind ."
Pol13_en.conllu,Pol,44,6,fundamental,fundamental,Appreciation,These things are just too fundamental and must remain free to all and reserved exclusively to none .,grundlegend,grundlegend,"Diese Dinge sind zu grundlegend , sie müssen für alle frei sein und dürfen niemandem vorbehalten sein ."
Pol13_en.conllu,Pol,44,10,free,free,Affect,These things are just too fundamental and must remain free to all and reserved exclusively to none .,frei,frei,"Diese Dinge sind zu grundlegend , sie müssen für alle frei sein und dürfen niemandem vorbehalten sein ."
Pol13_en.conllu,Pol,47,8,right,right,Affect,"Most of them agreed that we were right as a matter of policy , and , at least in theory , as a matter of law .",,,"Die meisten gaben uns in dem Grunde recht , zumindest theoretisch auch rechtlich ."
Pol13_en.conllu,Pol,53,13,willing,willing,Appreciation,So the bottom line : courts just were n't going to be willing to overturn these patents .,bereit,bereit,"Alles in allem waren die Gerichte nicht bereit , diese Patente zu verwerfen ."
Pol13_en.conllu,Pol,58,5,interested,interested,Affect,"We were n't really interested in that kind of case , and we thought this case was much bigger than that .",interessierte,interessieren,"So eine Art Klage interessierte uns nicht . Wir dachten , unsere Klage war etwas viel Größeres ."
Pol13_en.conllu,Pol,58,19,bigger,big,Appreciation,"We were n't really interested in that kind of case , and we thought this case was much bigger than that .",Größeres,größere,"So eine Art Klage interessierte uns nicht . Wir dachten , unsere Klage war etwas viel Größeres ."
Pol13_en.conllu,Pol,70,36,positive,positive,Appreciation,"It has been estimated that during that period , for several years , as many as 12 percent of women undergoing testing received the wrong answer -- a negative test result that should have been positive .",positiven,positiv,"Eine Schätzung ergab , dass während dieser Zeit , also mehrere Jahre , etwa 12 % der getesteten Frauen ein falsches Ergebnis bekamen . Und zwar ein negatives statt einem positiven ."
Pol13_en.conllu,Pol,73,4,negative,negative,Appreciation,The test was negative .,negativ,negativ,Der Test war negativ .
Pol13_en.conllu,Pol,92,10,ready,ready,Affect,"So now it 's 2009 , and we 're ready to file our case .",bereit,bereit,Jetzt ist das Jahr 2009 und wir sind bereit zu der Klage .
Pol13_en.conllu,Pol,96,10,good,good,Judgement,"I mean , our brief -- it was pretty good , but not this good .",gut,gut,"Unser Text war gut , aber nicht so gut wie das ."
Pol13_en.conllu,Pol,96,15,good,good,Appreciation,"I mean , our brief -- it was pretty good , but not this good .",gut,gut,"Unser Text war gut , aber nicht so gut wie das ."
Pol13_en.conllu,Pol,103,6,interesting,interesting,Appreciation,And here things got really interesting .,richtig,richtig,Da wurde es richtig spannend .
Pol13_en.conllu,Pol,106,44,eligible,eligible,Appreciation,"But now in direct opposition to its own patent office , the US government files a brief that states that is has reconsidered this issue in light of the district court 's opinion , and has concluded that isolated DNA is not patent eligible .",patentierbar,patentierbar,"Nun war sie in Opposition zu ihrem eigenen Patentamt . Sie erklärte schriftlich , den Fall noch einmal in Anbetracht des Urteils des Bezirksgerichts betrachtet zu haben , und schloss daraus , dass isolierte DNA nicht patentierbar sei ."
Pol13_en.conllu,Pol,124,4,patentable,patentable,Appreciation,Are human genes patentable ?,patentierbar,patentierbar,Sind menschliche Gene patentierbar ?
Pol13_en.conllu,Pol,126,12,patentable,patentable,Appreciation,"I think you have to say , ' Is isolated DNA patentable ? ' """,patentierbar,patentierbar,"Ich denke , es sollte heißen : ' Ist isolierte DNA patentierbar ? '"""
Pol13_en.conllu,Pol,131,15,exciting,exciting,Judgement,"The day of the oral argument arrives , and it was really , really exciting -- long line of people outside , people had been standing in line since 2:30 in the morning to try to get into the courthouse .",wirklich aufregend,wirklich aufregend,"Der Tag der mündlichen Anhörung kam , und es war wirklich sehr aufregend . Sehr viele Menschen warteten draußen seit 2:30 Uhr früh , um noch einen Platz in dem Gerichtssaal zu bekommen ."
Pol13_en.conllu,Pol,134,5,nervous,nervous,Affect,I was clearly more nervous than he was .,nervöser,nervös,Ich war noch nervöser als er .
Pol13_en.conllu,Pol,144,4,confident,confident,Affect,"We felt pretty confident leaving the courtroom that day , but I could never have anticipated the outcome : nine to zero .",optimistisch,optimistisch,"Bei dem Verlassen des Saals waren wir sehr optimistisch , aber wir hätten das Ergebnis niemals vorausgeahnt : 9:0 ."
Pol14_en.conllu,Pol,6,7,alive,alive,Appreciation,I was taught that water is alive .,lebt,leben,"Mir wurde beigebracht , dass Wasser lebt ."
Pol14_en.conllu,Pol,59,11,superior,superior,Affect,"As human beings on this planet , we are not superior to other beings on this planet .",übergeordnet,überordnen,"Als Menschen auf diesem Planeten , sind wir nicht übergeordnet gegenüber anderen Lebewesen auf diesem Planten ."
Pol14_en.conllu,Pol,60,4,superior,superior,Affect,We are not superior to the water itself .,übergeordnet,überordnen,Wir sind Wasser nicht übergeordnet .
Pol14_en.conllu,Pol,84,46,healthy,healthy,Appreciation,"See , we are all born as human beings with a natal connection to water , but somewhere along the way , we lost that connection , and we have to work to restore it . Because I imagine a world in which water is healthy and ecosystems are thriving .",gesund,gesund,"Sehen Sie , wir alle werden als menschliche Wesen mit einer angeborenen Verbindung zu dem Wasser geboren , aber irgendwo auf dem Weg , haben wir diese Verbindung verloren , und wir müssen daran arbeiten , diese wiederherzustellen Denn ich stelle mir eine Welt vor , in der das Wasser gesund ist und die Ökosysteme gedeihen ."
Pol14_en.conllu,Pol,97,4,able,able,Affect,"If we are able to fulfill that promise , I believe we can create a bold and brilliant world where future generations are able to form the same relationship to water that we have been privileged to have , where all communities of human and nonhuman relations have water to live , because water is life .",können,können,"Wenn wir dieses Versprechen einhalten können , dann glaube ich , können wir eine mutige und brillante Welt schaffen , in der künftige Gernerationen die Möglichkeit haben , dieselbe Beziehung zu dem Wasser aufzubauen , zu der wir privilegiert waren , wo alle Gemeinden menschlicher und nichtmenschlicher Beziehungen Wasser zu dem Leben haben , denn Wasser ist Leben ."
Pol14_en.conllu,Pol,97,24,able,able,Appreciation,"If we are able to fulfill that promise , I believe we can create a bold and brilliant world where future generations are able to form the same relationship to water that we have been privileged to have , where all communities of human and nonhuman relations have water to live , because water is life .",Möglichkeit,möglichkeit,"Wenn wir dieses Versprechen einhalten können , dann glaube ich , können wir eine mutige und brillante Welt schaffen , in der künftige Gernerationen die Möglichkeit haben , dieselbe Beziehung zu dem Wasser aufzubauen , zu der wir privilegiert waren , wo alle Gemeinden menschlicher und nichtmenschlicher Beziehungen Wasser zu dem Leben haben , denn Wasser ist Leben ."
Pol14_en.conllu,Pol,97,36,privileged,privileged,Affect,"If we are able to fulfill that promise , I believe we can create a bold and brilliant world where future generations are able to form the same relationship to water that we have been privileged to have , where all communities of human and nonhuman relations have water to live , because water is life .",privilegiert,privilegiert,"Wenn wir dieses Versprechen einhalten können , dann glaube ich , können wir eine mutige und brillante Welt schaffen , in der künftige Gernerationen die Möglichkeit haben , dieselbe Beziehung zu dem Wasser aufzubauen , zu der wir privilegiert waren , wo alle Gemeinden menschlicher und nichtmenschlicher Beziehungen Wasser zu dem Leben haben , denn Wasser ist Leben ."
Pol15_en.conllu,Pol,8,11,important,important,Appreciation,And I mention that because I think identity is really important .,wichtig,wichtig,"Ich sage das , weil ich glaube , dass Identität sehr wichtig ist ."
