language,Domain,adjective,total_count,Affect_count,Judgement_count,Appreciation_count,ambiguous_count,p_Affect,p_Judgement,p_Appreciation,assigned_class,assigned_confidence,example_Affect,example_Judgement,example_Appreciation,example_ambiguous
en,Phi,right,81,2,7,10,62,0.1053,0.3684,0.5263,Appreciation,0.5263,"And we 've got to get them all right , because if we solve 11 , we fail to solve the 12th -- we 're in trouble . || This is something that we could be right or wrong about .","Barack Obama said , before he was inaugurated , "" We must ask not just ' Is it profitable ? ' but ' Is it right ? ' "" And when professions are demoralized , everyone in them becomes dependent on -- addicted to -- incentives and they stop asking "" Is it right ? "" || And I think he was right . || Most Western intellectuals look at this situation and say , "" Well , there 's nothing for the Dalai Lama to be really right about -- really right about -- or for Ted Bundy to be really wrong about that admits of a real argument that potentially falls within the purview of science . || He 's absolutely right . || It 's not right .","That 's all right . || But the demagogues are right about one thing : We need a universal conception of human values . || We want strong arguments , arguments that have a lot of punch , arguments that are right on target . || But how do we figure out what 's right and wrong ? || And maybe , if we want to be on surer footing , what we really want is a moral framework that will help guide us there , that will tell us what kinds of things are right and wrong in the first place , and how would we know in a given situation what to do .","All right . || All right , let 's take a poll , show of hands . || All right , we have a good division of opinion here . || All right , those of you , I imagine most of you who would not give him the golf cart worry about an unfair advantage . || Yes , all right ."
en,Phi,hard,58,0,2,8,48,0.0,0.2,0.8,Appreciation,0.8,,"Even when we try to get rid of a technology , it 's actually very hard . || Hard choices are hard not because of us or our ignorance ; they 're hard because there is no best option .","And the other generalization that I want to mention is that it 's particularly hard for a society to make quote - unquote good decisions when there is a conflict involving strongly held values that are good in many circumstances but are poor in other circumstances . || Ethics is hard . || People always say consciousness is very hard to define . || Realizing that small choices can also be hard , may make big hard choices seem less intractable . || We also should n't think that hard choices are hard because we are stupid .","But here 's a harder question . || So if golfing is the kind of game that can be played while riding around in a golf cart , it would be hard to confer on the golfing greats the status that we confer , the honor and recognition that goes to truly great athletes . || That illustrates that with golf , as with flutes , it 's hard to decide the question of what justice requires , without grappling with the question , "" What is the essential nature of the activity in question , and what qualities , what excellences connected with that activity , are worthy of honor and recognition ? "" || Very hard to argue about justice without first arguing about the purpose of social institutions and about what qualities are worthy of honor and recognition . || All they had was Mike 's Hard Lemonade , which was five percent alcohol ."
en,Phi,same,44,0,0,3,41,0.0,0.0,1.0,Appreciation,1.0,,,"So the major trends in technology evolution actually are the same as in biological evolution . || When incentives do n't work , when CEOs ignore the long - term health of their companies in pursuit of short - term gains that will lead to massive bonuses , the response is always the same . || And just to make a long story short : first of all , the concept of fairness is not the same as the concept of sameness .","Look at all the arguments we have these days over health care , over bonuses and bailouts on Wall Street , over the gap between rich and poor , over affirmative action and same - sex marriage . || Let 's take a final example that 's prominent in contemporary political debate : same - sex marriage . || There are those who favor state recognition only of traditional marriage between one man and one woman , and there are those who favor state recognition of same - sex marriage . || And how many favor the second , same - sex marriage ? || The opponents of same - sex marriage say that the purpose of marriage , fundamentally , is procreation , and that 's what 's worthy of honoring and recognizing and encouraging ."
en,Phi,more,42,0,1,0,41,0.0,1.0,0.0,Judgement,1.0,,It 's ubiquitous and it wants to be more .,,"In Montana today , more than half of the income of Montana is not earned within Montana , but is derived from out of state : transfer payments from social security , investments and so on -- which makes Montana vulnerable to the rest of the United States . || There 's no more food and the bacteria have collapsed . || For example , among the Greenland Norse -- a competitive rank society -- what the chiefs really wanted is more followers and more sheep and more resources to outcompete the neighboring chiefs . || Well , all of us know the dozen sorts of ticking time bombs going on in the modern world , time bombs that have fuses of a few decades to -- all of them , not more than 50 years , and any one of which can do us in ; the time bombs of water , of soil , of climate change , invasive species , the photosynthetic ceiling , population problems , toxics , etc. , etc. -- listing about 12 of them . || More and more of the inert matter of the globe is being touched and animated by life ."
en,Phi,wrong,42,2,3,7,30,0.1667,0.25,0.5833,Appreciation,0.5833,Do n't get me wrong . || And if we have misconstrued the relationship between biological complexity and the possibilities of experience well then we could be wrong about the inner lives of insects .,"So , for instance , if it 's really wrong to lie , it must always be wrong to lie , and if you can find an exception , well then there 's no such thing as moral truth . || And who are we to say , even , that they 're wrong to beat them with lengths of steel cable , or throw battery acid in their faces if they decline the privilege of being smothered in this way ? || Most Western intellectuals look at this situation and say , "" Well , there 's nothing for the Dalai Lama to be really right about -- really right about -- or for Ted Bundy to be really wrong about that admits of a real argument that potentially falls within the purview of science .","When things go wrong , as of course they do , we reach for two tools to try to fix them . || Now , it is the position , generally speaking , of our intellectual community that while we may not like this , we might think of this as "" wrong "" in Boston or Palo Alto , who are we to say that the proud denizens of an ancient culture are wrong to force their wives and daughters to live in cloth bags ? || Something was wrong . || There are things that are intrinsically wrong -- like lying is wrong , like torturing innocent children is wrong . || Now , we know that that 's wrong .","Now , it 's generally understood that questions of morality -- questions of good and evil and right and wrong -- are questions about which science officially has no opinion . || This is something that we could be right or wrong about . || We know that it 's possible to live in a failed state , where everything that can go wrong does go wrong -- where mothers can not feed their children , where strangers can not find the basis for peaceful collaboration , where people are murdered indiscriminately . || And we know -- we know -- that there are right and wrong answers to how to move in this space . || And just admitting this -- just admitting that there are right and wrong answers to the question of how humans flourish -- will change the way we talk about morality , and will change our expectations of human cooperation in the future ."
en,Phi,great,40,0,1,5,34,0.0,0.1667,0.8333,Appreciation,0.8333,,It was great for their genetic fitness .,"For example , the classic lowland Maya of the Yucatan began to collapse in the early 800s -- literally a few decades after the Maya were building their biggest monuments , and Maya population was greatest . || Craig Venter 's tremendous and brilliant attempt to DNA sequence things in the ocean is great . || But that is great . || The weight of one is greater , lesser or equal to the weight of the other . || One number is greater , lesser , or equal to the other .","The greatest benefit to all . || He says , "" I 'm a great golfer . I want to compete . But I need a golf cart to get from one hole to the next . "" || So if golfing is the kind of game that can be played while riding around in a golf cart , it would be hard to confer on the golfing greats the status that we confer , the honor and recognition that goes to truly great athletes . || I think all of us have been interested , at one time or another , in the romantic mysteries of all those societies that collapsed , such as the classic Maya in the Yucatan , the Easter Islanders , the Anasazi , Fertile Crescent society , Angor Wat , Great Zimbabwe and so on . And within the last decade or two , archaeologists have shown us that there were environmental problems underlying many of these past collapses . || And we know that the Inuit killed the Norse and , probably of greater importance , may have blocked access to the outer fjords , on which the Norse depended for seals at a critical time of the year ."
en,Phi,important,35,0,2,4,29,0.0,0.3333,0.6667,Appreciation,0.6667,,And I think it 's really important . || This actually is one of DARPA 's very important -- DARPA is the Defense Research Agency -- one of their projects .,"In fact , this idea of resurrecting the whole idea is so important that I began to think about what happens with old technology . || That 's really important . || This is important . || Charles Darwin said , "" I sometimes think that general and popular treatises are almost as important for the progress of science as original work . ""","The fatigue factor is an important part of golf . || People often ask me , Jared , what 's the most important thing that we need to do about the world 's environmental problems ? || And my answer is , the most important thing we need to do is to forget about there being any single thing that is the most important thing we need to do . || It 's short , bone handle , 50 bucks . And in fact , what 's important is that this information actually never died out . || And finally , perhaps most important , a wise person is made , not born ."
en,Phi,different,34,0,0,3,31,0.0,0.0,1.0,Appreciation,1.0,,,"In a way , just like Tolstoy 's statement about every unhappy marriage being different , every collapsed or endangered society is different -- they all have different details . || As post -Enlightenment creatures , we tend to assume that scientific thinking holds the key to everything of importance in our world , but the world of value is different from the world of science . || We just see a little tiny part of reality that 's described by the laws of quantum field theory , but there are many , many other worlds , parts of reality that are described by vastly different theories that are different from ours in ways we ca n't imagine , that are inconceivably exotic .","Aristotle had a different reason for saying the best flutes should go to the best flute players . || In a way , just like Tolstoy 's statement about every unhappy marriage being different , every collapsed or endangered society is different -- they all have different details . || It turns out that there were about nine different environmental factors -- some , rather subtle ones -- that were working against the Easter Islanders , and they involve fallout of volcanic tephra , latitude , rainfall . || Six different broad approaches : the plants , the animals , the fungi , the protests -- the little things -- the bacteria and the Archaea bacteria . || But we see that each one of these is actually hacking , and has a different way of finding out how to do life ."
en,Phi,bad,32,0,2,4,26,0.0,0.3333,0.6667,Appreciation,0.6667,,It gets worse than that -- or perhaps better than that . || Has it gotten worse ?,"Where what 's good in the short run for the elite is bad for the society as a whole , there 's a real risk of the elite doing things that would bring the society down in the long run . || See -- most Americans believe that poverty has gotten worse since we were children , since they saw that vision . || If you ask Americans , "" Has poverty gotten worse or better around the world ? "" , 70 percent will say that hunger has gotten worse since the early 1970s .","The worst flute players . || He was a very good golfer , but he had a disability . He had a bad leg , a circulatory problem , that made it very painful for him to walk the course . || But a cold climate is n't necessarily fatal , because the Inuit -- the Eskimos inhabiting Greenland at the same time -- did better , rather than worse , with cold climates . || In the case of Norse Greenland , the hostiles were the Inuit -- the Eskimos sharing Greenland -- with whom the Norse got off to bad relationships . || Yes -- the climate in Montana is getting warmer and drier , but Montana agriculture depends especially on irrigation from the snow pack , and as the snow is melting -- for example , as the glaciers in Glacier National Park are disappearing -- that 's bad news for Montana irrigation agriculture ."
en,Phi,possible,30,0,1,2,27,0.0,0.3333,0.6667,Appreciation,0.6667,,That 's how it 's possible for consciousness to function causally .,"I 'm going to tell you how that 's possible . || I gave you a scientific demonstration by raising my hand , but how is that possible ?","And Justice Stevens , writing for the majority , said he had read all about the history of golf , and the essential point of the game is to get very small ball from one place into a hole in as few strokes as possible , and that walking was not essential , but incidental . || He said it 's not possible to determine the essential nature of a game like golf . || Let me put the point as delicately as possible : || And there 's no notion , no version of human morality and human values that I 've ever come across that is not at some point reducible to a concern about conscious experience and its possible changes . || We know that it 's possible to live in a failed state , where everything that can go wrong does go wrong -- where mothers can not feed their children , where strangers can not find the basis for peaceful collaboration , where people are murdered indiscriminately ."
en,Phi,conscious,22,1,0,0,21,1.0,0.0,0.0,Affect,1.0,"Well , it is the most important aspect of our lives for a very simple , logical reason , namely , it 's a necessary condition on anything being important in our lives that we 're conscious .",,,"They are facts about the well - being of conscious creatures . || And there 's no notion , no version of human morality and human values that I 've ever come across that is not at some point reducible to a concern about conscious experience and its possible changes . || So , what I 'm arguing is that value 's reduced to facts -- to facts about the conscious experience of conscious beings . || And I think of this as kind of a moral landscape , with peaks and valleys that correspond to differences in the well - being of conscious creatures , both personal and collective . || All of our conscious states , without exception , are caused by lower - level neurobiological processes in the brain , and they are realized in the brain as higher - level or system features ."
en,Phi,natural,20,0,1,0,19,0.0,1.0,0.0,Judgement,1.0,,Religions are natural phenomena -- they 're just as natural as cows .,,"There is n't a dog on this earth that 's a natural creature . || And it was designed by natural selection , the process of natural selection , over many millions of years . || Religions are natural phenomena -- they 're just as natural as cows . || I want to say , no , religions are an important natural phenomenon . || We should study them with the same intensity that we study all the other important natural phenomena , like global warming , as we heard so eloquently last night from Al Gore ."
en,Phi,true,15,0,1,6,8,0.0,0.1429,0.8571,Appreciation,0.8571,,"It 's a pious hope , I wish it were true , but I think the other day he admitted to me it 's really an ugly universe .","Every single thing that we can think of -- and if you heard Olivia 's talk about the sexual habits , you 'll realize that there is n't anything we can say that 's true for all life , because every single one of them is hacking something about it . || And to say that such changes can persist after death is itself a factual claim , which , of course , may or may not be true . || Is this proposition true ? || My problem is , some of the bits in it I do n't think are true . || Now -- the story might seem to good to be true , but when you administer batteries of psychological tests , you get the same results -- namely , identical twins separated at birth show quite astonishing similarities .","So I 'm still perplexed about what the true meaning of technology is as it relates to humanity , as it relates to nature , as it relates to the spiritual . || We have a moral obligation to invent technology so that every person on the globe has the potential to realize their true difference . || Because I want to say that much the same thing is true of religions . || True story . || There might be some way of treating that as true ."
en,Phi,political,14,0,0,1,13,0.0,0.0,1.0,Appreciation,1.0,,,"Now , the truth is , I was n't really political , I was just a French horn player .","One thing the world needs , one thing this country desperately needs is a better way of conducting our political debates . || Let 's take a final example that 's prominent in contemporary political debate : same - sex marriage . || So let 's step back from these cases and see how they shed light on the way we might improve , elevate , the terms of political discourse in the United States , and for that matter , around the world . || And then finally , the fifth item on my checklist is the political , economic , social and cultural factors in the society that make it more or less likely that the society will perceive and solve its environmental problems . || And finally , last item on my checklist : question of how political , economic , social , cultural attitudes play into this ."
en,Phi,essential,14,0,0,2,12,0.0,0.0,1.0,Appreciation,1.0,,,"And Justice Stevens , writing for the majority , said he had read all about the history of golf , and the essential point of the game is to get very small ball from one place into a hole in as few strokes as possible , and that walking was not essential , but incidental . || "" To say that something is essential is ordinarily to say that it is necessary to the achievement of a certain object .","And the point , the essential nature , of musical performance is to produce excellent music . || But when we think about justice , Aristotle says , what we really need to think about is the essential nature of the activity in question and the qualities that are worth honoring and admiring and recognizing . || He sued , and his case went all the way to the Supreme Court , believe it or not , the case over the golf cart , because the law says that the disabled must be accommodated , provided the accommodation does not change the essential nature of the activity . || Is walking the course essential to the game ? || What was interesting about their ruling and about the discussion we 've just had is that the discussion about the right , the justice , of the matter depended on figuring out what is the essential nature of golf ."
en,Phi,interesting,14,0,1,2,11,0.0,0.3333,0.6667,Appreciation,0.6667,,"You know , it 's interesting .",Well that 's interesting . || That 's interesting .,"Now , notice , something interesting -- Well , I should tell you about the Supreme Court first . || What was interesting about their ruling and about the discussion we 've just had is that the discussion about the right , the justice , of the matter depended on figuring out what is the essential nature of golf . || He would n't have granted the cart , and he had a very interesting dissent . || It 's interesting because he rejected the Aristotelian premise underlying the majority 's opinion . || One interesting common thread has to do with , in many cases , the rapidity of collapse after a society reaches its peak ."
en,Phi,biological,13,0,0,2,11,0.0,0.0,1.0,Appreciation,1.0,,,"And thirdly , the idea that machines are becoming biological and complex is at this point a cliche . || And I 'm happy to say , I was partly responsible for that cliche that machines are becoming biological , but that 's pretty evident .","One way to think about this is thinking about biological organisms , which we 've heard a lot about . || So the major trends in technology evolution actually are the same as in biological evolution . || And it turns out that that 's so distinctive that you can actually look at this tree , and you can actually use it to determine that this is a technological system versus a biological system . || And if we have misconstrued the relationship between biological complexity and the possibilities of experience well then we could be wrong about the inner lives of insects . || It was gestated in a regular sheep body , which actually raises an interesting biological problem ."
en,Phi,old,12,1,0,0,11,1.0,0.0,0.0,Affect,1.0,"The first time I saw poverty , and poverty 's face , was when I was six or seven years old , early 1970s .",,,"That means that those of us in this room who are less than 50 or 60 years old will see how these paradoxes are resolved , and those of us who are over the age of 60 may not see the resolution , but our children and grandchildren certainly will . || In fact , this idea of resurrecting the whole idea is so important that I began to think about what happens with old technology . || Virtue is an old - fashioned word . || A dad and his seven - year - old son were watching a Detroit Tigers game at the ballpark . || No 10 - year - old goes to law school to do mergers and acquisitions ."
en,Phi,brilliant,12,0,0,2,10,0.0,0.0,1.0,Appreciation,1.0,,,"The good news is you do n't need to be brilliant to be wise . || The designs discovered by the process of natural selection are brilliant , unbelievably brilliant .","Craig Venter 's tremendous and brilliant attempt to DNA sequence things in the ocean is great . || There are moments when losing your Queen is a brilliant thing to do . || Leslie Orgel is a molecular biologist , brilliant guy , and Orgel 's Second Rule is : || The designs discovered by the process of natural selection are brilliant , unbelievably brilliant . || And what I want to do now is say a bit about this book from the design standpoint , because I think it 's actually a brilliant book ."
en,Pol,more,68,0,0,2,66,0.0,0.0,1.0,Appreciation,1.0,,,"In fact , what we know now is that every 10 seconds we lose a child to hunger . This is more than HIV / AIDS , malaria and tuberculosis combined . || And their response , of course , was no more than we wanted to stop the genocide and put our troops in harm 's way to do that , nor do we now want to get in the way and pluck genocidaires from camps .","To me , as an international lawyer , this scared me far more than any of the creatures or the monsters we may have seen , for it belies the notion that you can actually protect the ocean , the global ocean , that provides us all with carbon storage , with heat storage , with oxygen , if you can only protect 36 percent . || Some of the problems that we have to confront are that the current international laws -- for example , shipping -- provide more protection to the areas closest to shore . || What I find so exciting is that the Census of Marine Life has looked at more than the tagging of pacific predators ; it 's also looked in the really unexplored mid-water column , where creatures like this flying sea cucumber have been found . || At the same time we 're saying , "" Yes , we need more . || But even as it got harder for him to walk and get dressed in the morning -- I saw him struggle more and more -- my father never complained about his struggle ."
en,Pol,good,61,2,4,8,47,0.1429,0.2857,0.5714,Appreciation,0.5714,"We are counting on every single one of you to be the very best that you can be . || Productivity and service quality stayed the same or got better , and the trial was revenue - neutral .","I mean , our brief -- it was pretty good , but not this good . || No big surprise , Obama could n't do better than Kerry there . || So how do we square those two things , that it leads to more arguing , but we think it was good ? || In February , he approached the White House , and said , "" I would like to fund a prize to create scalable national applications , apps , that will help not only the homeless but those who deliver services [ to ] them to do so better . ""","He claimed that because black people have lower lung capacity than whites , forced labor was good for them . || I mean , our brief -- it was pretty good , but not this good . || The left has been very reluctant to say that marriage is actually good for women and for children . || And then all the things we know a little better , the U.S . || That 's good .","And my brother and I were raised with all that you really need : love , strong values and a belief that with a good education and a whole lot of hard work , that there was nothing that we could not do . || And that 's why getting a good education is so important . || And by getting a good education , you too can control your own destiny . || One of the major challenges we had in preparing the case was figuring out how best to communicate the science . || Hello , good day , everyone ."
en,Pol,old,40,4,0,1,35,0.8,0.0,0.2,Affect,0.8,"And I remember , when I was about eight or nine years old , waking up one morning , going into the living room , and all of my cousins were running around . || Then finally , she said , "" The third thing I want you to promise me is that you 'll never drink alcohol . "" Well , I was nine years old , so I said , "" Yes , Mama . I 'll do that . "" || But I 'm 52 years old , and I 'm going to admit to you that I 've never had a drop of alcohol . || They are the places where we are born , grow up , are educated , work , marry , pray , play , get old , and in time , die .",,"Cities are not only the oldest of institutions , they 're the most enduring .","And she stayed at home to take care of me and my older brother . || Consider Abigail , a 10 - year - old with long QT syndrome , a serious heart condition that , if left untreated , can result in sudden death . || I grew up in the country in the rural South , and I have a brother a year older than me and a sister a year younger . || The United States is the only country in the world where we sentence 13 - year - old children to die in prison . || And these older people come up to me now and say , "" Mr. Stevenson , you give talks , you make speeches , you tell people to stop saying we 're dealing with terrorism for the first time in our nation 's history after 9/11 . """
en,Pol,high,36,0,0,4,32,0.0,0.0,1.0,Appreciation,1.0,,,"We 're actually projecting that in another 10 years , the level of disenfranchisement will be as high as it 's been since prior to the passage of the Voting Rights Act . || In New York City , premature mortality -- that 's death before the age of 65 -- is 50 percent higher for black men than white ones . || The US historically led the world in productivity and would likely do better now if its work time were n't so high . || "" Take courage friends , the road is often long , the path is never clear , and the stakes are very high , but deep down , you are not alone . ""","Making law on the high seas || We are talking about the high seas . || The "" high seas "" is a legal term , but in fact , it covers 50 percent of the planet . || With an average depth of the oceans of 4,000 meters , in fact , the high seas covers and provides nearly 90 percent of the habitat for life on this Earth . || So today I 'm going to take you on a voyage to cast light on some of the outdated myths and legends and assumptions that have kept us as the true stakeholders in the high seas in the dark ."
en,Pol,open,36,0,0,1,35,0.0,0.0,1.0,Appreciation,1.0,,,"We piloted the work in the U.S. and the U.K. and Japan and Australia , and now I 'm pleased to report that the United States Patent Office will be rolling out universal , complete , and total openness , so that all patent applications will now be open for citizen participation , beginning this year .","So what we have learned from social scientists and economists like Elinor Ostrom , who are studying the phenomenon of management of the commons on a local scale , is that there are certain prerequisites that you can put into place that enable you to manage and access open space for the good of one and all . || I wanted to be an astronaut , so I 've constantly followed what are the tools available to monitor Earth from outer space -- and that we have incredible tools like we 've been learning about , in terms of being able to follow tagged species throughout their life - cycles in the open ocean . || So open primaries would make that problem much , much less severe . || That 's the difference , and the difference has to do with the character of cities themselves , because cities are profoundly multicultural , open , participatory , democratic , able to work with one another . || I want to talk to you today about something the open - source programming world can teach democracy , but before that , a little preamble ."
en,Pol,big,33,0,4,3,26,0.0,0.5714,0.4286,Judgement,0.5714,,"It 's bigger than the anti - apartheid movement . || So the harnessing by the Invisible College of the printing press to create the scientific journal was phenomenally important , but it did n't happen big , and it did n't happen quick , and it did n't happen fast , so if you 're going to look for where the change is happening , you have to look on the margins . || Because it sounds big . || And by the time that Vishna was getting bigger , which means what gets bigger ?","Because the world is big . || We were n't really interested in that kind of case , and we thought this case was much bigger than that . || Your head gets bigger .","My husband works in this big office . || But I wanted the ACLU to engage these issues in a much bigger way , in a way that could really make a difference . || This was a really big deal , totally unexpected . || We took a big risk in taking this case . || And simple ideas can transform the face , not of small areas , of big areas of the world ."
en,Pol,important,30,2,2,7,19,0.1818,0.1818,0.6364,Appreciation,0.6364,"But what makes the Ross Sea important is the vast sea of pack ice that in the spring and summer provides a wealth of phytoplankton and krill that supports what , till recently , has been a virtually intact near - shore ecosystem . || So , what does n't work , in terms of getting your issue to be important ?","That 's why all of this that you 're going through -- the ups and the downs , the teachers that you love and the teachers that you do n't -- why it 's so important . || It 's incredibly important , those people would no longer be alive if the United States , for instance , had n't spent that money in Darfur , but it 's not a way to live .",And that 's important to keep in mind . || And I mention that because I think identity is really important . || Sometimes those ideas get ahead of our thinking in ways that are important . || And the fact that France has put food at the center of the G20 is really important . || Why is is this important ?,"And my mother , the most important role model in my life , who lives with us at the White House and helps to care for our two little daughters , Malia and Sasha . || The men in my life taught me some important things , as well . || And I think about that today because I am reminded and convinced that all of you in this school are very important parts of closing that gap . || And that 's why getting a good education is so important . || Doctors routinely interpret GFR , this important indicator of kidney function , by race ."
en,Pol,white,30,0,0,2,28,0.0,0.0,1.0,Appreciation,1.0,,,"And yet , in this country , in the states of the Old South , we execute people -- where you 're 11 times more likely to get the death penalty if the victim is white than if the victim is Black , 22 times more likely to get it if the defendant is Black and the victim is white -- in the very states where there are , buried in the ground , the bodies of people who were lynched .","And my mother , the most important role model in my life , who lives with us at the White House and helps to care for our two little daughters , Malia and Sasha . || In the White House , there 's the desk that he sits at -- it 's called the Resolute desk . || White , black , Asian , or Native American . || After all , I consider myself a black woman with a white father rather than a white woman with a black mother entirely for social reasons . || When we identify people as black , white , Asian , Native American , Latina , we 're referring to social groupings with made up demarcations that have changed over time and vary around the world ."
en,Pol,great,28,1,0,3,24,0.25,0.0,0.75,Appreciation,0.75,"Sounds pretty great , but is it realistic ?",,"Now that process feels great . It feels really satisfying . || Now , I tell you all of this not to convince you that it 's great that open - source programmers now have a tool that supports their philosophical way of working , although I think that is great . || And people often say to me , "" You know , this is great , but it 's wildly idealistic .","And I 'm honored to meet you , the future leaders of Great Britain and this world . || President Bill Clinton famously declared , "" I believe one of the great truths to emerge from this triumphant expedition inside the human genome is that in genetic terms , human beings , regardless of race , are more than 99.9 percent the same . "" || And so if you can grant that to a corporation , why not the Great Lakes ? || I spend most of my time in very low - income communities , in the projects and places where there 's a great deal of hopelessness . || Václav Havel , the great Czech leader , talked about this . He said , "" When we were in Eastern Europe and dealing with oppression , we wanted all kinds of things ."
en,Pol,american,24,0,0,1,23,0.0,0.0,1.0,Appreciation,1.0,,,"As you can see in this lab test , the exact same creatinine level , the concentration in the blood of the patient , automatically produces a different GFR estimate depending on whether or not the patient is African - American .","It 's also known as the spawning ground for eels from Northern European and Northern American rivers that are now so dwindling in numbers that they 've actually stopped showing up in Stockholm , and five showed up in the U.K. just recently . || It 's not permanently in the exclusive economic zones of these five Central American countries , but it moves with the season . || For nothing in my life 's path would have predicted that I 'd be standing here as the first African - American First Lady of the United States of America . || White , black , Asian , or Native American . || When we identify people as black , white , Asian , Native American , Latina , we 're referring to social groupings with made up demarcations that have changed over time and vary around the world ."
en,Pol,global,23,0,0,1,22,0.0,0.0,1.0,Appreciation,1.0,,,So one reason is it has n't gone global .,"It is , in theory , the global commons , belonging to us all . || And then finally , we 're going to try to develop and pioneer a new perspective on high seas governance that 's rooted in ocean - basin - wide conservation , but framed in an arena of global norms of precaution and respect . || To me , as an international lawyer , this scared me far more than any of the creatures or the monsters we may have seen , for it belies the notion that you can actually protect the ocean , the global ocean , that provides us all with carbon storage , with heat storage , with oxygen , if you can only protect 36 percent . || But what I 'd like to get from this picture is that we truly do have an opportunity to launch a global initiative for protection . || We know we are in a global climate crisis , but globally , our waters are also threatened , and we are facing a global water crisis , and if we want to address these crises in our lifetime , we need to change ."
en,Pol,different,19,0,0,4,15,0.0,0.0,1.0,Appreciation,1.0,,,"This country is very different today than it was 40 years ago . || Well , to understand that , we need to understand why cities are special , why mayors are so different than prime ministers and presidents , because my premise is that a mayor and a prime minister are at the opposite ends of a political spectrum . || We can see in different types of communities that the results are quite different . || And as a result it 's a very tolerant community , which is different , I think , than something like this , which is in Schaumburg , Illinois , where every little set of houses has their own cul - de - sac and drive - through Starbucks and stuff like that .","As you can see in this lab test , the exact same creatinine level , the concentration in the blood of the patient , automatically produces a different GFR estimate depending on whether or not the patient is African - American . || He promoted the racial concept of disease , that people of different races suffer from different diseases and experience common diseases differently . || As we delved into this issue , we traveled all over the country to speak with many different experts -- scientists , medical professionals , lawyers , patent lawyers . || But the two judges who ruled against us , did so for completely different reasons . || But I actually came to this issue in a different way ."
en,Pol,low,18,0,2,0,16,0.0,1.0,0.0,Judgement,1.0,,"But when you look at cross - party ratings , you find , well , that it 's lower , but actually , when I first saw this data , I was surprised . || France and the Netherlands are also low on both carbon and work time .",,"He claimed that because black people have lower lung capacity than whites , forced labor was good for them . || Today , doctors still uphold Cartwright 's claim the black people as a race have lower lung capacity than white people . || Some of them promised to offer the tests at a lower price than Myriad 's . || I spend most of my time in very low - income communities , in the projects and places where there 's a great deal of hopelessness . || But then , after World War I , things dropped , and we get this historically low level of polarization ."
en,Pol,such,17,3,0,0,14,1.0,0.0,0.0,Affect,1.0,"And that 's what that moment with Patricia Schroeder I think shows : that if we are to bring about an end to the world 's worst atrocities , we have to make it such . || So this movement , if it 's to be durable and global , will have to cross borders , and you will have to see other citizens in democracies , not simply resting on the assumption that their government would do something in the face of genocide , but actually making it such . || I will try to make it such , but I will never use that word again .",,,"For a group of very dedicated individuals -- scientists , conservationists , photographers and states -- were able to actually change a tragic trajectory that was destroying fragile seascapes such as this coral garden that you see in front of you . || As such , it does create a challenge to protect , but we also have a challenge protecting the species that move along with it . || But you are likely unfamiliar with these water crises , such as Neskantaga First Nation in Northern Ontario , Canada , where residents have been on a boil water advisory since 1995 . || In the US , the Supreme Court found in "" Citizens United "" that a corporation was a person with similar protections under the Constitution , such as freedom of speech , and applied similar reasoning in "" Hobby Lobby , "" finding that a corporation had the right to freedom of religion in defense against the implementation of the Affordable Care Act for its employees . || A simple change to the legislative calendar , such as having business stretch out for three weeks and then they get a week off to go home , that would change the fundamental relationships in Congress ."
en,Pol,much,15,0,0,1,14,0.0,0.0,1.0,Appreciation,1.0,,,"Well , that orientation of the spirit is very much at the core of what I believe even TED communities have to be engaged in .","Many species are headed through this region , which is why there 's been so much attention put into conservation of the Eastern Tropical Pacific Seascape . || And fortunately , we 've been able , as IUCN , to team up with the Census of Marine Life and many of the scientists working there to actually try to translate much of this information to policymakers . || It does not take too much rocket science to actually try to create new laws to mandate , if you 're going to have the privilege of accessing our high seas resources , we need to know -- someone needs to know -- where you are and what you 're doing . || And although the circumstances of our lives may seem very distant , with me standing here as the First Lady of the United States of America , and you , just getting through school , I want you to know that we have very much in common . || In that case , would n't they want to know something about my ancestry , which is just as much European as African ?"
en,Pol,young,14,0,0,2,12,0.0,0.0,1.0,Appreciation,1.0,,,My mom was the youngest of her 10 kids . || A lot of my clients are very young .,"And we need strong , smart , confident young women to stand up and take the reins . || I grew up in the country in the rural South , and I have a brother a year older than me and a sister a year younger . || In urban communities across this country -- Los Angeles , Philadelphia , Baltimore , Washington -- 50 to 60 percent of all young men of color are in jail or prison or on probation or parole . || I had the great privilege , when I was a young lawyer , of meeting Rosa Parks . And Ms. Parks used to come back to Montgomery every now and then , and she would get together with two of her dearest friends , these older women , Johnnie Carr , who was the organizer of the Montgomery bus boycott -- amazing African American woman -- and Virginia Durr , a white woman , whose husband , Clifford Durr , represented Dr. King . || I had a client who was 14 years old , a young , poor Black kid ."
