language,discipline,adjective,total_count,affect_count,judgement_count,appreciation_count,ambiguous_count,p_affect,p_judgement,p_appreciation,example_affect,example_judgement,example_appreciation,example_ambiguous
en,Ent,long,18,0,0,1,17,0.0,0.0,1.0,,,You 've got black smokers going all over the place and chimneys that have tube worms that might be eight to 10 feet long .,"First of all , let me say , we 've come a long , long way . || Here we 've got a little bit of long - term memory , so , you know that night you want to forget , when you got really drunk ? || I decided to use a type of DNA origami , where you take a long strand of DNA and fold it into whatever shape or pattern you might want . || These short DNA sequences are what are going to fold the long strand into this shape that we want to make . || I mix them together , add a little bit of salt water , and then add this long strand I was telling you about , that I 've stolen from a virus ."
en,Ent,happy,18,4,5,2,7,0.3636,0.4545,0.1818,"It 's because we know , when we 're playing a game , that we 're actually happier working hard than we are relaxing , or hanging out . || I was n't happy with my job , because I was a designer , but I was n't being really stimulated . || I 'm just happy I was able to add it up to 100 , because that 's my skill set . || When I 'm happy , when I 'm sad , when I 'm bored , when I 'm stressed , I listen to and I create music .","I ca n't tell if she 's happy or sad , and I change my mind all the time . || And that lack of resolution , the lack of resolution in "" Girl with a Pearl Earring "" -- we do n't know if she 's happy or sad . || I 've written an entire novel about her , and I still do n't know if she 's happy or sad . || He 's not happy , and why is n't he happy ?","Your pets are happier than you are . || Your pupils dilate , your muscles contract , your Spidey sense tingles , basically your whole body is trigger - happy .","So kitty cat , meow , happy happy happy , human beings , screwed . || No songs , no "" I want "" moment , no happy village , no love story . || And the fax said , there should be songs , there should be an "" I want "" song , there should be a happy village song , there should be a love story and there should be a villain . || And then you find these things and you 're happy or unhappy . || They did n't have to feel bad for me because I was nervous , they could experience that with me , and we were all one big happy , nervous , uncomfortable family ."
en,Ent,many,18,0,0,0,18,0.0,0.0,0.0,,,,"How many of you know what I 'm talking about ? || How many do n't know what I 'm talking about ? || That 's one way . There are many ways of casting molecular spells using DNA . || Maybe too much time , considering how many urgent problems we have to solve in the real world . "" || And when we 're in game worlds , I believe that many of us become the best version of ourselves -- the most likely to help at a moment 's notice , the most likely to stick with a problem as long at it takes , to get up after failure and try again ."
en,His,first,55,0,0,0,55,0.0,0.0,0.0,,,,"It was the world 's first popular computer . || And we know this because the first treatise on the astrolabe , the first technical manual in the English language , was written by Geoffrey Chaucer . || First thing that you do is you select a star in the night sky , if you 're telling time at night . || In fact , there is a text , and that has over a thousand uses of this first computer . || And the vast majority of this first computer was a portable device that you could keep in the back of your pocket ."
en,His,other,49,0,0,0,49,0.0,0.0,0.0,,,,"And on the back are some other devices , measuring tools and scales , to be able to make some calculations . || The other thing I found -- many of us have been taught to think there are facts and there are opinions -- after studying deniers , I think differently . || But here was the problem : British law put the onus , put the burden of proof on me to prove the truth of what I said , in contrast to as it would have been in the United States and in many other countries : on him to prove the falsehood . || In other words , he did n't have the evidence . || And because of the fact that I realized that I was able to learn things visually that I could n't learn in other ways , this became my strategy , this became my tactic for understanding everything else ."
en,His,great,48,0,2,1,45,0.0,0.6667,0.3333,,"But they were great , nonetheless . || They are our great - great - great - great - great - great -- continue that for about 7,000 times -- grandparents , and so that means we literally all are biological cousins as well , and estimates vary , but probably the farthest cousin you have on Earth is about a 50th cousin .","The job ahead of us , the task ahead of us , the challenge ahead of us is great .","He had n't always been a Holocaust denier , but in the late ' 80s , he embraced it with great vigor . || In high school , let 's just say I was n't a great student . || Great person . || I cite the definition given by the Algerian sociologist Marieme Helie Lucas , and she says that fundamentalisms , note the "" s , "" so within all of the world 's great religious traditions , "" fundamentalisms are political movements of the extreme right which in a context of globalization manipulate religion in order to achieve their political aims . "" || I 'm painfully aware that there has been an increase in discrimination against Muslims in recent years in countries like the U.K. and the U.S. , and that too is a matter of grave concern , but I firmly believe that telling these counter - stereotypical stories of people of Muslim heritage who have confronted the fundamentalists and been their primary victims is also a great way of countering that discrimination ."
en,His,good,42,2,5,4,31,0.1818,0.4545,0.3636,"For on the surface , Lyndon Johnson should have had everything in the world to feel good about in those last years , in the sense that he had been elected to the presidency ; he had all the money he needed to pursue any leisure activity he wanted ; he owned a spacious ranch in the countryside , a penthouse in the city , sailboats , speedboats . || We 've got technology on our side , and it keeps getting better .","David Irving was a writer of historical works , most of them about World War II , and virtually all of those works took the position that the Nazis were really not so bad , and the Allies were really not so good . || Or is he looking back over his handiwork , the universe and his treasures , just like Michelangelo must have , looking back over his work in the ceiling and proclaiming , "" It is good . "" || I wrote about Emily Apt who initially became a caseworker in the welfare system because she decided that was the most noble thing she could do , but quickly learned , not only did she not like it , but she was n't really good at it . || So that 's the state we 're at ; it 's not very good . || Because if we get it out of the streets , it 'll smell much better , and -- oh right , we drink from the river .","Sometimes I still hear her voice in my head saying , with no bravado whatsoever , "" The situation of the women of Afghanistan will be better someday . || He once said that he laughed so he did not cry , that a good story , for him , was better than a drop of whiskey . || The trick here is my brother would become an experimental poet , not a businessman , but the intention was really good . || But how good a failure is it ? ""","If you ask the folks down at the Centers for Disease Control in Atlanta what 's going on , they tend to rely on phrases like "" broadened diagnostic criteria "" and "" better case finding "" to explain these rising numbers . || In fact , many people of Muslim heritage around the world are staunch opponents both of fundamentalism and of terrorism , and often for very good reason . || And it is simply that for her , a better future for all the Maria Bashirs to come is worth the risk , and she knows that if people like her do not take the risk , there will be no better future . || Far away in the American Midwest , I had the good fortune of meeting Somali - Americans who were working to counter the efforts of al Shabaab to recruit a small number of young people from their city of Minneapolis to take part in atrocities like Westgate . || For his efforts , Mr. Bihi has been ostracized by the leadership of the Abubakar As - Saddique Islamic Center , with which he used to have good relations ."
en,His,many,38,0,0,0,38,0.0,0.0,0.0,,,,"As technology progresses , and as it advances , many of us assume that these advances make us more intelligent , make us smarter and more connected to the world . || And the astrolabes come in many different sizes and shapes and forms . || The other thing I found -- many of us have been taught to think there are facts and there are opinions -- after studying deniers , I think differently . || The Growing Assault on Truth and Memory , "" it came out in many different countries , including here in Penguin UK , and I was done with those folks and ready to move on . || But here was the problem : British law put the onus , put the burden of proof on me to prove the truth of what I said , in contrast to as it would have been in the United States and in many other countries : on him to prove the falsehood ."
en,His,little,35,0,0,0,35,0.0,0.0,0.0,,,,"Yes , that Geoffrey Chaucer , in 1391 , to his little Lewis , his 11 - year - old son . || And in this book , little Lewis would know the big idea . || The bright stars correspond to little daggers on the rete . || The way little Lewis would tell the time is by a picture of the sky . || So , would little Lewis have an astrolabe ?"
en,His,old,31,2,4,1,24,0.2857,0.5714,0.1429,"I was selected as a White House Fellow when I was 24 years old . || It all began when I was only six years old , and my father taught me that mysterious art of keeping score while listening to baseball games -- so that when he went to work in New York during the day , I could record for him the history of that afternoon 's Brooklyn Dodgers game .","They are over 2,000 years old . || But I 'm talking about him because when he was four months old , my foreign editor forced me to go back to Baghdad where I had been reporting all throughout the Saddam regime and during the fall of Baghdad and afterwards , and I remember getting on the plane in tears , crying to be separated from my son , and while I was there , a quite famous Iraqi politician who was a friend of mine said to me , "" What are you doing here ? || His mother died when he was only nine years old ; his only sister , Sarah , in childbirth a few years later ; and his first love , Ann Rutledge , at the age of 22 . || But only as he grew older did he develop a certain consolation from an ancient Greek notion -- but followed by other cultures as well -- that if you could accomplish something worthy in your life , you could live on in the memory of others .",My mother was 15 years old when I was born .,"Yes , that Geoffrey Chaucer , in 1391 , to his little Lewis , his 11 - year - old son . || The people who lived in the myriads of towns and villages and cities on the Eastern front , who watched their neighbors be rounded up -- men , women , children , young , old -- and be marched to the outskirts of the town to be shot and left dead in ditches . || And as we 're moving up the stairs , getting closer to the sculpture , my oldest son , who 's nine , says , "" Dad , how come he gets to ride , and they have to walk ? "" || There was this amazing , amazing , fantastic , beautiful , smart woman , four years older than me , and I wanted to go out with her . || You remember old - school cameras , where when you took a picture , you actually had to focus ."
en,His,more,31,0,0,1,30,0.0,0.0,1.0,,,"So why is my story more than just the story of a quirky , long , six - year , difficult lawsuit , an American professor being dragged into a courtroom by a man that the court declared in its judgment was a neo - Nazi polemicist ?","Here was a man who said , "" More people died in Senator Kennedy 's car at Chappaquiddick than died in gas chambers at Auschwitz . "" || Historically speaking , in research on these kinds of paintings , I can find out more about the lace that the woman is wearing in this painting -- the manufacturer of the lace -- than I can about this character here , about his dreams , about his hopes , about what he wanted out of life . || The virus then hopped the Canadian border , infecting more than 100 children in Quebec . || An effective vaccine against it has been available for more than half a century , but many of the kids involved in the Disneyland outbreak had not been vaccinated because their parents were afraid of something allegedly even worse : autism . || To make the case to the National Health Service that more resources were needed for autistic children and their families ,"
en,His,new,30,0,0,0,30,0.0,0.0,0.0,,,,"And what we gain with a new technology , of course , is precision and accuracy . || And they had a new name . || I 'm reminded of a New Yorker cartoon . || A quiz show recently appeared in "" The New Yorker "" where the host of the quiz show is saying to one of the contestants , "" Yes , ma'am , you had the right answer . || So what I 'm seeking is a new way of talking about this all together , which is grounded in the lived experiences and the hope of the people on the front lines ."
en,His,last,27,0,0,0,27,0.0,0.0,0.0,,,,"One of the last art history classes , I will not forget , I will never forget . || "" OK , last question , I 'm really sorry here . || Just after Christmas last year , 132 kids in California got the measles by either visiting Disneyland or being exposed to someone who 'd been there . || A few weeks later , my friend was in a crowd of people pushing with her infant son in her arms to give him to a stranger on a bus , which was one of the last buses leaving Sarajevo to take children out so they could be safe . || Last April , I went back to a very strange -- what I called a deranged high school reunion ."
en,His,same,26,0,4,4,18,0.0,0.5,0.5,,"They are the same : || And when I first arrived in Damascus , I saw this strange moment where people did n't seem to believe that war was going to descend , and it was exactly the same in Bosnia and nearly every other country I 've seen where war comes . || These stories of the Hassenfelds and my relatives and your relatives are still happening today ; they 're all the same . || Jacobs in your tree is the same as the A.J. Jacobs in another tree , and if it is , then you can combine , and then you combine and combine and combine until you get these massive , mega - family trees with thousands of people on them , or even millions .","We must not treat it as if their lies are the same as the facts . || And as she 's hiding there , she 's feeling ridiculous , but she 's seeing this tank go by with soldiers and people all over the place and chaos and she thinks , "" I feel like Alice in Wonderland going down the rabbit hole , down , down , down into chaos , and my life will never be the same again . "" || Now I want to avoid projecting the notion that there 's sort of a monolith out there called Muslim fundamentalism that is the same everywhere , because these movements also have their diversities . || She said that for her , the stories were exactly the same .","The same adulation of Hitler , praise of the Third Reich , anti -Semitism , racism , prejudice . || But these always moved in the same direction : blame the Jews , exonerate the Nazis . || But underneath , it 's that same extremism that I found in Holocaust denial parading as rational discourse . || I 'm talking about cave paintings and Jackson Pollock just crunched together all in the same -- It does n't really work , but they try anyway . || I think of it in the same way we think of --"
en,His,human,22,0,0,0,22,0.0,0.0,0.0,,,,"In recent years , autistic people have come together on the Internet to reject the notion that they are puzzles to be solved by the next medical breakthrough , coining the term "" neurodiversity "" to celebrate the varieties of human cognition . || One way to understand neurodiversity is to think in terms of human operating systems . || By autistic standards , the normal human brain is easily distractable , obsessively social , and suffers from a deficit of attention to detail . || As we sail into an uncertain future , we need every form of human intelligence on the planet working together to tackle the challenges that we face as a society . || I had the honor of being one of those reporters that lived through that siege , and I say I have the honor and the privilege of being there because it 's taught me everything , not just about being a reporter , but about being a human being ."
en,His,big,20,0,0,3,17,0.0,0.0,1.0,,,But actually the story is bigger . || So put that library at the bottom of that ship -- that 's how big the thing was going to be . || And the map is actually a little bit bigger .,"And in this book , little Lewis would know the big idea . || Having thought that through , I decided denial was not going to be on my agenda ; I had bigger things to worry about , to write about , to research , and I moved on . || We had a big dance at the White House . || Yeah , there 's actually a lot more than these five , these are the big ones . || There is no bigger data than the fossil record , and we mine every bit of it ."
en,His,few,19,0,0,0,19,0.0,0.0,0.0,,,,"The few psychologists and pediatricians who 'd even heard of it figured they would get through their entire careers without seeing a single case . || A few weeks later , my friend was in a crowd of people pushing with her infant son in her arms to give him to a stranger on a bus , which was one of the last buses leaving Sarajevo to take children out so they could be safe . || In any case , someone would return a few months later and leave a note on Dad 's kitchen table , which simply said , "" Consider yourself dead . "" || And when we did , the whole audience collectively exhaled , and a few people actually wept , and then they filled the auditorium with the peaceful boom of their applause . || A few weeks after I leave Afghanistan , I see a headline on the Internet ."
en,His,small,18,1,0,1,16,0.5,0.0,0.5,"But -- there 's always a but , because we 're still here -- mammals arose from the ashes , became small under extreme heat and then ever larger .",,Will mammals get smaller again ?,"Not small things -- many of us in this audience write books , are writing books ; we always make mistakes , that 's why we 're glad to have second editions : correct the mistakes . || And that was just a small percentage of the dead . || In fact , thousands of people came out the next day to support the performing arts in Lahore , and this simultaneously thrilled and terrified Faizan , and he ran up to a woman who had come in with her two small children , and he said , "" You do know there was a bomb here yesterday , and you do know there 's a threat here today . "" || Far away in the American Midwest , I had the good fortune of meeting Somali - Americans who were working to counter the efforts of al Shabaab to recruit a small number of young people from their city of Minneapolis to take part in atrocities like Westgate . || He told me , "" One day we saw the imam on TV calling us infidels and saying , ' These families are trying to destroy the mosque . ' "" This is at complete odds with how Abdirizak Bihi understands what he is trying to do by exposing al Shabaab recruitment , which is to save the religion I love from a small number of extremists ."
en,His,next,18,0,0,0,18,0.0,0.0,0.0,,,,"Over the next several years , they quietly worked with the American Psychiatric Association to broaden the criteria for diagnosis to reflect the diversity of what they called "" the autism spectrum . "" || In recent years , autistic people have come together on the Internet to reject the notion that they are puzzles to be solved by the next medical breakthrough , coining the term "" neurodiversity "" to celebrate the varieties of human cognition . || The next thing , the telephones go out , the TVs go out , there 's armed men on the street , there 's roadblocks . || And an aid worker friend of mine told me the most beautiful story , or I find it beautiful . There was a group of children , mixed Hutus and Tutsis , and a group of women who were adopting them , and they lined up and one was just given to the next . || When I go back to Syria , next week in fact , what I see is incredibly heroic people , some of them fighting for democracy , for things we take for granted every single day ."
en,His,muslim,18,0,0,0,18,0.0,0.0,0.0,,,,"When people of Muslim heritage challenge fundamentalism || Untold Stories from the Fight Against Muslim Fundamentalism . "" || I think it was actually that moment that sent me on the journey to interview 300 people of Muslim heritage from nearly 30 countries , from Afghanistan to Mali , to find out how they fought fundamentalism peacefully like my father did , and how they coped with the attendant risks . || My father 's country taught me in that dark decade of the 1990s that the popular struggle against Muslim fundamentalism is one of the most important and overlooked human rights struggles in the world . || Some on the right think this because they view Muslim culture as inherently violent , and some on the left imagine this because they view Muslim violence , fundamentalist violence , solely as a product of legitimate grievances ."
en,His,much,16,0,0,0,16,0.0,0.0,0.0,,,,"But a real one would cost about as much as my house , and the house next to it , and actually every house on the block , on both sides of the street , maybe a school thrown in , and some -- you know , a church . || Here was a man who pointed to the number tattooed on a survivor 's arm and said , "" How much money have you made from having that number tattooed on your arm ? "" || There was so much history that we would have to go through to try to explain that , and that 's something I try to do with them anyways . || But that kind of language does n't do much to allay the fears of a young mother who is searching her two - year - old 's face for eye contact . || I learned so much about myself ."
en,His,large,16,0,0,2,14,0.0,0.0,1.0,,,"It was almost as if the hole in his heart was so large that even the love of a family , without work , could not fill it . || The next figure looms larger , and you see a figure hurtling from one side to the next .","There is large display ones . || As a result , autism became a source of shame and stigma for families , and two generations of autistic children were shipped off to institutions for their own good , becoming invisible to the world at large . || If the CDC 's current estimate , that one in 68 kids in America are on the spectrum , is correct , autistics are one of the largest minority groups in the world . || And the thing that struck me the most , that broke my heart , was walking down the main street of Sarajevo , where my friend Aida saw the tank coming 20 years ago , and in that road were more than 12,000 red chairs , empty , and every single one of them symbolized a person who had died during the siege , just in Sarajevo , not in all of Bosnia , and it stretched from one end of the city to a large part of it , and the saddest for me were the tiny little chairs for the children . || When I meet her in her office in Herat , she enters surrounded by four large men with four huge guns ."
en,His,amazing,16,0,2,2,12,0.0,0.5,0.5,,"She is amazing . || For the record , she 's even more amazing . I married her .","This is just amazing . || For me , that was amazing .","And we go into the front entrance of the museum , and there 's that amazing sculpture of Teddy Roosevelt out there . || And why is this thing that 's so not fair sitting outside of such an amazing institution . "" || There was this amazing , amazing , fantastic , beautiful , smart woman , four years older than me , and I wanted to go out with her . || But something amazing happened when I went into that class . || They sang and danced , they played the mice and the water buffalo , and I held my breath , wondering , would we get to the end of this amazing show ?"
en,Med,good,82,7,3,17,55,0.2593,0.1111,0.6296,"And over the course of the next hour and a half or two , she started to feel better . || And I felt really good . || I began to feel a bit better . || And on a cloudy day , there was a crack in the clouds and the sun started to come out and I wondered , maybe I could feel better again . || But , you know , it does n't matter if I 'm actually good at it .","She 's doing a lot better this year . || So our feeling is , if it 's good enough for the rugby team , it 's good enough for health and poverty . || It 's better than Prozac , but I would n't recommend it .","So the shorter the bar , the less angiogenesis -- that 's good . || Prevention is good , and I 'm doing the things that you can do to prevent Alzheimer 's . || This whole Gaia idea , that life makes the world better for itself -- anybody been on a freeway on a Friday afternoon in Los Angeles believing in the Gaia theory ? || Corporations have gotten drastically better at gaming the system . || He said , "" If you want to tweak a drug , and you want to get another patent on it , the modified version has to be significantly better , therapeutically , for patients . ""","Learning this , I knew there had to be a better way . || However , undeterred due to my teenage optimism -- I went online to a teenager 's two best friends , Google and Wikipedia . || One of the best parts of the sensor , though , is that it has close to 100 percent accuracy , and can detect the cancer in the earliest stages , when someone has close to 100 percent chance of survival . || Good , really good , maybe an all - star . || 1,000 , very good ."
en,Med,other,72,0,0,0,72,0.0,0.0,0.0,,,,"And while I was sneakily reading this article under my desk in my biology class , we were supposed to be paying attention to these other kind of cool molecules , called antibodies . || By switching out that antibody , you can look at a different protein , thus , a different disease -- potentially any disease in the entire world . So that ranges from heart disease , to malaria , HIV , AIDS , as well as other forms of cancer -- anything . || "" Do you remember that patient you sent home ? "" the other nurse asked matter - of - factly . || The other one had a lot of diarrhea . || Oh yeah , you go to a cocktail party and you might hear about some other doctor , but you 're not going to hear somebody talking about their own mistakes ."
en,Med,new,61,0,0,2,59,0.0,0.0,1.0,,,"The vast majority of medicines associated with new drug patents are not new . || I 'm telling you this story because , actually , ever since Richard called me and asked me to talk about -- as he asked all of his speakers -- to talk about something that would be new to this audience that we had never talked about , never written about . I 've been planning this moment .","So , I decided to go and make it my new mission to go through all these proteins , and see which ones could serve as a bio - marker for pancreatic cancer . || For me , it 's all about looking at the Internet in an entirely new way , to realize that there 's so much more to it than just posting duck - face pictures of yourself online . || So if a 15 year - old who did n't even know what a pancreas was could find a new way to detect pancreatic cancer -- just imagine what you could do . || You know , the problem is if this virus occasionally mutates so dramatically , it essentially is a new virus and then we get a pandemic . || In 1918 , a new virus appeared that killed some 50 to 100 million people ."
en,Med,more,59,0,0,0,59,0.0,0.0,0.0,,,,"When the disease hit so close to home , I knew I needed to learn more . So I went online to find answers . || And so , hopefully one day , we can all have that one extra uncle , that one mother , that one brother , sister , we can have that one more family member to love . And that our hearts will be rid of that one disease burden that comes from pancreatic , ovarian and lung cancer , and potentially any disease . || For me , it 's all about looking at the Internet in an entirely new way , to realize that there 's so much more to it than just posting duck - face pictures of yourself online . || And all the while , I was amassing more and more knowledge . || Actually , I made two more mistakes ."
en,Med,first,50,0,1,0,49,0.0,1.0,0.0,,Tofranil was the first .,,"That means hit the ball into the outfield , it dropped , it did n't get caught , and whoever tried to throw it to first base did n't get there in time and the runner was safe . || And that 's when I made my first mistake ; I sent her home . || And that was my first time to be acquainted with that . || Over the next few weeks , I beat myself up and I experienced for the first time the unhealthy shame that exists in our culture of medicine -- where I felt alone , isolated , not feeling the healthy kind of shame that you feel , because you ca n't talk about it with your colleagues . || And I 'd like to be able to say to you that my worst mistakes only happened in the first five years of practice as many of my colleagues say , which is total B.S ."
en,Med,many,47,0,0,0,47,0.0,0.0,0.0,,,,"And I 'd like to be able to say to you that my worst mistakes only happened in the first five years of practice as many of my colleagues say , which is total B.S . || In this country , as many as 24,000 Canadians die of preventable medical errors . || Or polio ? How many of you remember the iron lung ? || Many thought that it was just impossible to make an AIDS vaccine , but today , evidence tells us otherwise . || It 's like , as many times as the virus changes its clothes , it 's still wearing the same socks , and now our job is to make sure we get the body to really hate those socks ."
en,Med,medical,44,0,0,0,44,0.0,0.0,0.0,,,,"And I came out of medical school with the impression that if I memorized everything and knew everything , or as much as possible , as close to everything as possible , that it would immunize me against making mistakes . || In my 20 years or so of medical broadcasting and journalism , I 've made a personal study of medical malpractice and medical errors to learn everything I can , from one of the first articles I wrote for the Toronto Star to my show "" White Coat , Black Art . "" || In this country , as many as 24,000 Canadians die of preventable medical errors . || In a hospital system where medical knowledge is doubling every two or three years , we ca n't keep up with it . || What they need is a redefined medical culture ."
en,Med,different,38,0,2,4,32,0.0,0.3333,0.6667,,"We call this antiangiogenic therapy , and it 's completely different from chemotherapy , because it selectively aims at the blood vessels that are feeding the cancers . || It looks very different from what you 're expecting surgery to look like .","Now realize that in a recently infected person , there are millions of these ships ; each one is just slightly different . || The vaccine effort though is really quite different . || If we look at the anatomy , the blood vessels that surround the heart are smaller in women compared to men , and the way that those blood vessels develop disease is different in women compared to men . || I was nonchalant , having given this information to many doctors many times before , but this time was different .","And what I had found was an article that listed a database of over 8,000 different proteins that are found when you have pancreatic cancer . || So I typed up a budget , a materials list , a timeline , and a procedure , and I emailed it to 200 different professors at Johns Hopkins University and the National Institutes of Health -- essentially , anyone that had anything to do with pancreatic cancer . || By switching out that antibody , you can look at a different protein , thus , a different disease -- potentially any disease in the entire world . So that ranges from heart disease , to malaria , HIV , AIDS , as well as other forms of cancer -- anything . || In this rendering of the flu virus , these different colored spikes are what it uses to infect you . || So that 's why every year you can catch a slightly different strain of flu ."
en,Med,little,38,0,0,0,38,0.0,0.0,0.0,,,,"Ph. D.s just flock into this little room , and they 're just firing these questions at me , and by the end , I kind of felt like I was in a clown car . || And I studied in my little garret at the nurses ' residence at Toronto General Hospital , not far from here . || In sending her home , I disregarded a little voice deep down inside that was trying to tell me , "" Goldman , not a good idea . || I looked at his throat , it was a little bit pink . || Now take the same patient with chest pain , make them moist and garrulous and put a little bit of alcohol on their breath , and suddenly my history is laced with contempt ."
en,Med,bad,37,3,2,6,26,0.2727,0.1818,0.5455,"Why are we so bad at detecting pancreatic cancer ? || I 've always liked to draw , so I 'm doing it more even though I 'm really very bad at it . || But too often my treatments made them feel worse .","But Venus is a very bad -- the worst -- planet . || When she pushed him and said , "" You know , he 's really quite badly off , "" the doctor responded , "" Well , if it 's that bad , he can just go back to his previous dose for a little while . ""","The second mistake that I made was worse . || It 's the one that says , not that what you did was bad , but that you are bad . || And each of these looks like a hydrogen bomb ; actually , the effects are even worse . || So , as things got worse , as we really began to hate each other , I became progressively depressed over a period of a couple of years trying to save this marriage , which was inevitably not to be saved . || At the beginning of week two , my life got much worse .","One professor even went through my entire procedure , painstakingly -- I 'm not really sure where he got all this time -- and he went through and said why each and every step was like the worst mistake I could ever make . || It 's the one that says , not that what you did was bad , but that you are bad . || And then at my worst moments : || And I 'd like to be able to say to you that my worst mistakes only happened in the first five years of practice as many of my colleagues say , which is total B.S . || And you know that business about people not wanting to talk about their worst cases ?"
en,Med,few,34,0,0,0,34,0.0,0.0,0.0,,,,"However , subjecting myself to that interrogation -- I answered all their questions , and I guessed on quite a few but I got them right -- and I finally landed the lab space I needed . || Over the next few weeks , I beat myself up and I experienced for the first time the unhealthy shame that exists in our culture of medicine -- where I felt alone , isolated , not feeling the healthy kind of shame that you feel , because you ca n't talk about it with your colleagues . || He was placed on intravenous antibiotics and he recovered after a few days . || A few years ago , Professor Vaclav Smil tried to calculate the probability of sudden disasters large enough to change history . || In 2003 , we had an H5N1 virus that jumped from birds into humans in a few isolated cases with an apparent mortality rate of 70 percent ."
en,Med,same,33,0,0,0,33,0.0,0.0,0.0,,,,"And I went through the same period of shame and recriminations and felt cleansed and went back to work , until it happened again and again and again . || How can I teach them about what I did so that they do n't do the same thing ? || Now take the same patient with chest pain , make them moist and garrulous and put a little bit of alcohol on their breath , and suddenly my history is laced with contempt . || I do n't take the same history . || I 'm not a robot ; I do n't do things the same way each time ."
en,Med,able,32,16,4,2,10,0.7273,0.1818,0.0909,"One professor said , "" Maybe I might be able to help you , kid . "" || Maybe I wanted to be so successful and so able to take responsibility that I would do so and I would be able to take care of my attending 's patients without even having to contact him . || And I 'd like to be able to say to you that my worst mistakes only happened in the first five years of practice as many of my colleagues say , which is total B.S . || And within a few weeks of treatment , we were able to slow down that cancer 's growth , such that we were ultimately able to extend Milo ’s survival to six times what the veterinarian had initially predicted , all with a very good quality of life . || So I started asking myself , "" Why have n't we been able to do better ? ""","And he knew her , he would have been able to furnish additional information about her . || They want to be able to say , "" Look , do n't make the same mistake I did . "" || After these very long , painstaking operations , attempting to cure things they 'd never been able to touch before , the patients died . || It has to be able to come off of the centerline and then be able to work back toward that centerline .","Now , a superorganism is a collection of individuals which show or evince behaviors or phenomena that are not reducible to the study of individuals and that must be understood by reference to , and by studying , the collective . Like , for example , a hive of bees that 's finding a new nesting site , or a flock of birds that 's evading a predator , or a flock of birds that 's able to pool its wisdom and navigate and find a tiny speck of an island in the middle of the Pacific , or a pack of wolves that 's able to bring down larger prey .","And maybe I 've been around long enough that I can afford to give away some of my false prestige to be able to do that . || This is a condition in which the heart fails , and instead of being able to pump all the blood forward , some of the blood backs up into the lung , the lungs fill up with blood , and that 's why you have shortness of breath . || Maybe I wanted to be so successful and so able to take responsibility that I would do so and I would be able to take care of my attending 's patients without even having to contact him . || What they need is an environment to be able to do that . || So , if you look at this image , right away you might be able to see that there are clusters of obese and non-obese people in the image ."
en,Med,old,31,0,4,3,24,0.0,0.5714,0.4286,,"How can it be that 2.6 million babies die around the world before they 're even one month old ? || But let 's go back to the 2.6 million babies who die before they 're one month old . || She 's 12 years old there , she was living as a girl , but she was being beaten up . || He was 27 years old , and he would meet with me two or three times a week .","That 's older than my dad . || My dad is growing older now , and he is still as quietly brilliant and morally directed as ever . || Neonatal is simply an adjective , an adjective that means that the child is less than one month old .","Today 's current "" modern "" medicine is a 60 - year - old technique . || So if a 15 year - old who did n't even know what a pancreas was could find a new way to detect pancreatic cancer -- just imagine what you could do . || Two years later I was an attending in the emergency department at a community hospital just north of Toronto , and I saw a 25 year - old man with a sore throat . || Now , some of us are old enough to have a small , circular scar on our arms from an inoculation we received as children . || We knew they worked through old - fashioned trial and error ."
en,Med,social,30,0,0,0,30,0.0,0.0,0.0,,,,"The hidden influence of social networks || And in my lab , I was studying the widower effect , which is a very old idea in the social sciences , going back 150 years , known as "" dying of a broken heart . "" || So here I get this call from this random guy that 's having an experience that 's being influenced by people at some social distance . || I became obsessed with how it might be that we 're embedded in these social networks , and how they affect our lives . || So , social networks are these intricate things of beauty , and they 're so elaborate and so complex and so ubiquitous , in fact , that one has to ask what purpose they serve ."
