en_form,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances,pct_of_form
irrational,Judgement,irrational,irrational:1,"And yeah , sometimes they are irrational .","Und ja , manchmal sind sie irrational .",1,2,0.5
irrelevant,Appreciation,"bedeutungslos, irrelevant","bedeutungslos:1, irrelevant:1","Time slowed down , and the date was irrelevant .","Die Zeit verging langsamer , und das Datum war irrelevant .",2,2,1.0
irreversible,Appreciation,irreversibel,irreversibel:1,"In 2008 , Lancet compiled all the research and put forward the compelling evidence that if a child in its first thousand days -- from conception to two years old -- does not have adequate nutrition , the damage is irreversible .","In dem Jahre 2008 , stellte Lancet Forschungen zusammen und brachte den dringenden Beweis hervor , dass wenn Kinder in ihren ersten tausend tagen -- von der Empfängnis bis zu dem Alter von zwei Jahren -- nicht genug angemessene Nahrung haben , der Schaden irreversibel ist .",1,1,1.0
irritable,Affect,gereizt,gereizt:1,"I ca n't think straight , I 'm irritable , and I probably should n't be driving a car .","Ich kann nicht klar denken , bin gereizt und sollte wohl kein Auto fahren .",1,1,1.0
isolated,Affect,isoliert,isoliert:1,"Over the next few weeks , I beat myself up and I experienced for the first time the unhealthy shame that exists in our culture of medicine -- where I felt alone , isolated , not feeling the healthy kind of shame that you feel , because you ca n't talk about it with your colleagues .","Die nächsten Wochen machte ich mir Vorwürfe und ich erfuhr zu dem ersten Mal selber die ungesunde Scham , die in unserer medizinischen Kultur existiert -- ich fühlte mich alleine , isoliert , nicht die Art von gesunder Scham , die man verspürt , weil man nicht mit den Kollegen darüber sprechen kann .",1,1,1.0
jaundiced,Affect,gelbsüchtig,gelbsüchtig:1,Nothing happened except that I got jaundiced from one of these things .,"Nichts passierte , außer dass ich von einem dieser Dinge gelbsüchtig wurde .",1,1,1.0
judgmental,Affect,korrekt voreingenommen,korrekt voreingenommen:1,which is not exactly politically correct and sounds a bit judgmental .,nicht unbedingt politisch korrekt und ein wenig voreingenommen .,1,1,1.0
key,Appreciation,"Schlüssel, Schlüsselelemente, wesentlich","Schlüssel:1, Schlüsselelemente:1, wesentlich:1",And collaboration is key to the success of any enterprise .,Zusammenarbeit ist der Schlüssel zu dem Erfolg jedes Unternehmens .,3,3,1.0
kind,Affect,"gerechter, liebevoll","gerechter:1, liebevoll:1","But on the other , we root our self - esteem in the daily acts of trying to make one person 's day more kind , more just , etc .","Aber auf der anderen , verwurzeln wir unser Selbstwertgefühl in täglichen Handlungen , mit denen wir den Tag eines Menschen netter , gerechter usw. machen .",2,5,0.4
kind,Appreciation,nett,nett:3,"I 'm like , are all the girls going to be kind and merciful and the guys all strong ?",Ich dachte sollen alle Mädchen nett und barmherzig sein und die Jungen stark ?,3,5,0.6
languid,Appreciation,kraftlos,kraftlos:1,"But looking closer , that leg is pretty languid on the ground , the arm is heavy on the knee .","Wenn man genauer hinschaut , liegt das Bein ziemlich kraftlos auf dem Boden , der Arm liegt schwer auf dem Knie .",1,1,1.0
large,Appreciation,"groß, hoch","groß:6, hoch:2","And these problems are so large and global , and it 's just overwhelming . ""","Und diese Probleme sind so groß und global , das ist einfach so überwältigend . """,8,11,0.7273
large,Judgement,groß,groß:3,"It 's large , it 's distributed , it 's low - cost , and it 's compatible with the ideals of democracy .","Es ist groß , es ist verbreitet , es ist günstig und es ist kompatibel mit den Idealen der Demokratie .",3,11,0.2727
larger,Appreciation,"(NULL), größer, gröβer, schwieriger, sichtbar, wächst","(NULL):1, größer:1, gröβer:1, schwieriger:1, sichtbar:1, wächst:1","I might know , you know , Cantor 's idea that some infinite sets are larger than other infinite sets , but I did n't really understand the calculus behind that idea .","Vielleicht wusste ich von Cantors Idee , dass manche unendliche Mengen gröβer als andere sind , aber die Rechenmethode dahinter verstand ich nicht so ganz .",6,7,0.8571
larger,Judgement,weiter,weiter:1,"Then they ca n't get any larger because they do n't have a blood supply , so they do n't have enough oxygen or nutrients .","Sie können nicht weiter wachsen da sie keine Blutzufuhr haben , sie haben also zu wenig Sauerstoff und Nährstoffe .",1,7,0.1429
largest,Judgement,größten,größten:1,"They 're the largest of the tunas , the second - largest fish in the sea -- bony fish .","Sie sind die größten Thunfische , und die zweitgrößten in dem Meer -- Knochenfische .",1,1,1.0
last,Judgement,letzter,letzter:1,""" Live each day as if it is your last , "" said Mahatma Gandhi .",""" Lebe jeden Tag als sei es dein letzter "" , sagte Mahatma Gandhi .",1,1,1.0
late,Affect,spät,spät:1,"It 's an involuntary reflex — ding , click , bing — it 's in your calendar , "" Gotta go , I 'm already late for a meeting . ""","Es ist ein ungewollter Reflex : ding , klick , bing , es steht in dem Kalender . "" Ich muss los , ich bin schon zu spät . """,1,9,0.1111
late,Appreciation,"spät, überfällig","spät:1, überfällig:1","Now , when you get a viral infection , what normally happens is it takes days or weeks for your body to fight back at full strength , and that might be too late .","Wenn Sie nun eine Virusinfektion bekommen dauert es normalerweise Tage oder Wochen bis Ihr Körper sich mit voller Kraft zu der Wehr setzt , und das könnte zu spät sein .",2,9,0.2222
late,Judgement,"spät, (NULL)","spät:5, (NULL):1",But it was too late .,Aber es war zu spät .,6,9,0.6667
lax,Appreciation,locker,locker:1,"And , to be fair , rules are often imposed because previous officials have been lax and they let a child go back to an abusive household .","Um Fair zu bleiben , Regeln wurden oft eingeführt weil vorherige Beamte zu locker waren und ein Kind zurück in einen schlechten Haushalt zurückgegeben wurde .",1,1,1.0
lazy,Affect,faul,faul:1,"So this is a very attractive idea , because we 're very lazy , like the Sorcerer 's Apprentice , or the world 's greatest computer programmer .","Das ist doch eine verlockende Vorstellung , weil wir ja sehr faul sind , wie der Zauberlehrling , oder wie der beste Programmierer der Welt .",1,2,0.5
lazy,Judgement,faul,faul:1,"So maybe he 's a little bit lazy , but he 's there , he 's taking care of the building .","Vielleicht ist er ein bisschen faul , aber er ist da , und kümmert sich um die Instandhaltung des Gebäudes .",1,2,0.5
lean,Judgement,flexibel,flexibel:1,They 're lean . They 're mean .,Sie sind flexibel und schnell .,1,1,1.0
left,Appreciation,(NULL),(NULL):1,"But today , against my better judgment , against the advice of my own wife , I want to try to dust off some of those legal skills -- what 's left of those legal skills .","Heute jedoch , wider besseren Wissens , gegen den Rat meiner eigenen Frau , möchte ich versuchen , einige dieser juristischen Fähigkeiten zu entstauben -- das , was noch davon übrig ist .",1,1,1.0
legal,Appreciation,legal,legal:1,"For instance , there are 21 states in our country where corporal punishment in the classroom is legal , where it is legal for a teacher to beat a child with a wooden board , hard , and raising large bruises and blisters and even breaking the skin .","Zu dem Beispiel gibt es 21 Staaten in unserem Land , in denen körperliche Züchtigung in dem Klassenzimmer legal ist . Es ist den Lehrern erlaubt ein Kind mit einem Holzbrett zu schlagen - hart , und große Blutergüsse und Blasen zu erzeugen , und sogar die Haut platzen zu lassen .",1,2,0.5
legal,Judgement,legal,legal:1,"It 's easy from the safety of the destination country to think in terms of absolutes : Is it legal , or is it illegal ?",In der Sicherheit des Ziellandes denkt es sich leicht in absoluten Begriffen : Ist es legal oder ist es illegal ?,1,2,0.5
less,Appreciation,weniger,weniger:1,"Some people think she should deserve more blame , and other people less .","Eingie denken , man sollte ihr mehr Schuld geben , andere meinen weniger .",1,2,0.5
less,Judgement,weniger,weniger:1,"And this year , it 'll probably be less .",Dieses Jahr sind es wohl noch weniger .,1,2,0.5
liberal,Affect,liberalen,liberalen:1,"So in my view , if we consider ourselves liberal or left - wing , human rights - loving or feminist , we must oppose these movements and support their grassroots opponents .","Wenn wir uns also dem liberalen oder linken Lager zuordnen , für die Menschenrechte oder den Feminismus eintreten , dann müssen wir diese Bewegungen ablehnen und ihre Hauptgegner an der Basis unterstützen .",1,1,1.0
liberating,Affect,befreiend,befreiend:1,"It seemed kind of transgressive to talk about medicine and health care in the same breath , and yet it became liberating , because we found not only data but also good and honest people out there in the system who want to help folks get the care they need at a price they can afford .","Es schien grenzüberschreitend über Medizin und Gesundheitswesen zu reden in dem gleichen Atemzug und trotzdem war es befreiend , weil wir nicht nur Daten fanden , sondern auch ehrliche und gute Menschen , die anderen helfen wollen , die notwendige Behandlung zu bekommen zu einem angemessenen Preis .",1,1,1.0
lighter,Appreciation,heller,heller:1,"It means I can take two identical squares , put them in light and dark surrounds , and the one on the dark surround looks lighter than on the light surround .","Es bedeutet , dass ich diese zwei identischen Quadrate nehmen kann und sie in helle und dunkle Umgebungen platzieren kann . Und nun sieht das Quadrat in der dunklen Umgebung heller aus , als das in der hellen Umgebung .",1,1,1.0
like,Appreciation,",, sind",",:1, sind:1",Then it draws the data from all the meetings to create a pointilist painting of what people are like and how they think .,"Dann stellt er die Daten von allen Besprechungen dar als ein pointillistisches Gemälde davon , wie Leute sind und wie sie denken .",2,3,0.6667
like,Judgement,heute,heute:1,"I have my own answer to that question , which comes from a great artist of the 19th century , Anton Chekhov , who said , "" Man will become better when you show him what he is like . ""","Ich gebe meine eigene Antwort auf diese Frage in den Worten eines der Großen Künstler des 19 . Jahrhunderts , Anton Tschechow , der sagte : "" Der Mensch wird sich bessern , wenn man ihm vor Augen führt , wie er heute ist . """,1,3,0.3333
likely,Affect,"(NULL), ,, Wahrscheinlichkeit, häufiger, nicht, wahrscheinlich","(NULL):1, ,:1, Wahrscheinlichkeit:1, häufiger:1, nicht:1, wahrscheinlich:1","One blueprint for trouble , making collapse likely , is where there is a conflict of interest between the short - term interest of the decision - making elites and the long - term interest of the society as a whole , especially if the elites are able to insulate themselves from the consequences of their actions .","Ein Rezept für Probleme , die den Kollaps wahrscheinlich machen , ist , wenn ein Interessenkonflikt besteht zwischen kurzfristigen Interessen der Entscheidungsträger und den langfristigen Interessen der Gesellschaft als Ganzes , besonders wenn die Eliten sich von den Konsequenzen ihrer Handlungen isolieren können .",6,39,0.1538
likely,Appreciation,"(NULL), wahrscheinlicher, hoch, wahrscheinlich, Risiko, Wahrscheinlichkeit, dann, erfolgreicher, kauften, tendieren","(NULL):8, wahrscheinlicher:4, hoch:2, wahrscheinlich:2, Risiko:1, Wahrscheinlichkeit:1, dann:1, erfolgreicher:1, kauften:1, tendieren:1","First , in which case were people more likely to stop , sample some jam ?","Erstens , ich welchem Fall würden mehr Menschen stehen bleiben und Marmelade probieren ?",22,39,0.5641
likely,Judgement,"(NULL), Opfer, Wahrscheinlichkeit, schlechtere, wahrscheinlich, wahrscheinlicher, wahrscheinlichste","(NULL):5, Opfer:1, Wahrscheinlichkeit:1, schlechtere:1, wahrscheinlich:1, wahrscheinlicher:1, wahrscheinlichste:1",They 're more likely to delay choosing -- procrastinate even when it goes against their best self - interest .,"Sie schieben die Entscheidung auf -- schieben sie auf , selbst wenn es gegen ihr eigenes bestes Interesse geht .",11,39,0.2821
limp,Appreciation,hinken,hinken:1,"If you were living in a remote village somewhere , your child was limp , and you were in a drought , or you were in floods , or you were in a situation where there was n't adequate diversity of diet , what would you do ?","Wenn Sie in einem abgelegenen Dorf wohnen würden , Ihr Kind würde hinken , und es würde Dürre oder eine große Flut herrschen , oder wenn Sie in einer Situation wären , in der es nicht genug Vielfalt an Nahrung geben würde , was würden Sie tun ?",1,1,1.0
linear,Appreciation,linear,linear:1,And our intuition is linear .,Unsere Intuition ist jedoch linear geprägt .,1,2,0.5
linear,Judgement,linear,linear:1,It 's not linear .,Sie ist nicht linear .,1,2,0.5
liquid,Appreciation,flüssig,flüssig:1,"Because your fuel is liquid , and it 's combined with your coolant , you could actually just drain the core into what 's called a sub-critical setting , basically a tank underneath the reactor that has some neutrons absorbers .","Da der Brennstoff flüssig ist und mit einem Kühlmittel kombiniert wird , könnte man theoretisch einfach den Kern in einer so genannten sub - kritischen Umgebung entleeren , das wäre lediglich ein Gefäß unter dem Reaktor mit ein paar Neutronenabsorber , die ihn abfließen lassen .",1,1,1.0
little,Affect,klein,klein:1,"You know , all I wanted to do was draw pictures of horses when I was little .","Als ich klein war , wollte ich nichts anderes tun , als Pferde zu malen .",1,2,0.5
little,Judgement,(NULL),(NULL):1,"Even if the Ocean Cleanup project , beach plastic recycling programs or any well - meaning ocean plastic company was a hundred percent successful , it would still be too little , too late .","Selbst wenn das "" Ocean Cleanup "" - Projekt , Recycling - Programme für Strandplastik und sonstige gut gemeinte Projekte , die sich um Ozeanplastik kümmern , zu hundert Prozent erfolgreich wären , wäre das trotzdem nur ein Tropfen auf dem heißen Stein .",1,2,0.5
local,Appreciation,lokal begrenzt,lokal begrenzt:1,So a lot of these innovations are local .,Viele dieser Innovationen sind lokal begrenzt .,1,1,1.0
logical,Affect,logisch,logisch:1,"If you have one reason for doing something and I give you a second reason for doing the same thing , it seems only logical that two reasons are better than one and you 're more likely to do it .","Wenn man einen Grund hat etwas zu tun und einen Zweiten für die gleiche Aktion bekommt scheint es logisch , dass zwei Gründe besser als einer sind und es wahrscheinlicher ist , dass man es tut .",1,1,1.0
long,Appreciation,"lang, dauert, weit","lang:6, dauert:1, weit:1","And I 'm going to show a video of the older version of it , which is just a minute long .","Ich werde Ihnen ein Video einer älteren Version zeigen , das nur eine Minute dauert .",8,10,0.8
long,Judgement,"lange dauern, noch lange","lange dauern:1, noch lange:1","Well , maybe he was too trusting , because he stayed where he was long after the Nazi Anschluss in Austria and even after the arrests and deportations began in Budapest .","Nun , vielleicht war er zu gutgläubig , denn er blieb wo er war , noch lange nach dem Anschluss Österreichs durch die Nazis , und sogar nachdem die Festnahmen und Deportationen in Budapest begannen .",2,10,0.2
longer,Appreciation,länger,länger:1,"So tomorrow morning , when coincidentally we get to set our clocks back by an hour and you get that delicious extra hour of sleep , and the day seems a little longer , and a little more full of hope , think about the tremendous power of sleep .","Also , wenn wir morgen früh zufällig die Uhr eine Stunde zurückstellen und man diese eine herrliche Stunde zusätzlichen Schlaf bekommt und der Tag einem etwas länger erscheint und etwas hoffnungsvoller , dann sollte man an die unglaubliche Macht des Schlafs denken .",1,1,1.0
lousy,Judgement,miserabel,miserabel:1,"They said it was lousy , and it was .","Sie sagten , es sei miserabel , und das war es .",1,1,1.0
love,Judgement,Liebe,Liebe:1,"For my husband , it was love at first sight .",Für meinen Mann war es Liebe auf den ersten Blick .,1,1,1.0
loving,Affect,nett liebevoll,nett liebevoll:1,"I was never as kind as my dad , and I was never as loving .",Ich war nie so nett und liebevoll wie mein Vater .,1,5,0.2
loving,Appreciation,liebevoll,liebevoll:2,"And I said -- these are all arm wrestles , but they 're affectionate -- and I said , "" My father was loving and supportive , which is why I 'm not funny . ""","Ich sagte -- das sind alles Kraftproben , aber sie sind warmherzig -- "" Mein Vater war liebevoll und unterstützend , weshalb ich auch nicht lustig bin """,2,5,0.4
loving,Judgement,liebevoll,liebevoll:2,"My dad was kind and loving before he had Alzheimer 's , and he 's kind and loving now .",Mein Vater war vorher nett und liebevoll – das ist er noch .,2,5,0.4
low,Appreciation,niedrig,niedrig:1,And the reason the efficiencies are so low is these reactors operate at pretty low temperature .,"Der Grund dafür , dass die Effizienz in diesen Reaktoren so niedrig ist , hängt mit den niedrigen Temperaturen zusammen .",1,2,0.5
low,Judgement,weniger,weniger:1,France and the Netherlands are also low on both carbon and work time .,Frankreich und die Niederlande haben auch weniger CO2 - Ausstoß und Arbeitszeiten .,1,2,0.5
lower,Affect,herunter,herunter:1,"I 'm then thrown in an ice pond , I 'm cooled 15 degrees lower and I could be taken to a critical care hospital .",Dann werde ich in ein Eisbad geworfen um 15 Grad herunter gekühlt und dann könnte ich in ein Notfallkrankenhaus gebracht werden .,1,6,0.1667
lower,Appreciation,"geringer, (NULL), verringerte","geringer:2, (NULL):1, verringerte:1",Standard of living is lower .,Der Lebensstandard ist geringer .,4,6,0.6667
lower,Judgement,niedriger,niedriger:1,"But when you look at cross - party ratings , you find , well , that it 's lower , but actually , when I first saw this data , I was surprised .","Aber wenn man parteiübergreifende Bewertungen betrachtet , sieht man , dass sie niedriger sind . Als ich die Daten zu dem ersten Mal sah , war ich überrascht .",1,6,0.1667
lucky,Affect,"Glück, Glück ,, Glück herauszufinden, Glücklicherweise, das Glück, viel Glück","Glück:4, Glück ,:1, Glück herauszufinden:1, Glücklicherweise:1, das Glück:1, viel Glück:1","I was lucky enough to be completely ignored , which is a fabulous thing , actually , I want to tell you .","Ich hatte das Glück , komplett ignoriert zu werden -- was wirklich eine ganz tolle Sache ist , das will ich Ihnen mal sagen .",9,10,0.9
lucky,Appreciation,Glück,Glück:1,"Luckily , back in June of 1993 , our unidentified visitor went away , but other families were so much less lucky , and that was the thought that motivated my research .","Damals in dem Juni 1993 ging der Unbekannte zu dem Glück weg , aber andere Familien hatten viel weniger Glück und dieser Gedanke bewegte mich weiterzuforschen .",1,10,0.1
mad,Affect,"wütend, (NULL), garantiert","wütend:5, (NULL):1, garantiert:1","And I wrote a post about how I was so mad at him , he was such a tyrant -- he would not let me buy this banjo .","Und ich schrieb diesen Eintrag darüber , wie wütend ich auf ihn war , und er sei so ein Tyrann , dass er mir nicht erlaubt , ein Banjo zu kaufen .",7,18,0.3889
mad,Appreciation,"Wut, sauer, verrückt, wütend","Wut:1, sauer:1, verrückt:1, wütend:1","Now , in that moment , you are doing essentially what I get to do every day , because I 'm an anger researcher , and as an anger researcher , I spend a good part of my professional life -- who am I kidding , also my personal life -- studying why people get mad .","In diesem Moment tun Sie , was ich als Wutforscher täglich mache . Als Wutforscher ist ein Großteil meiner Arbeit -- ach , auch meines Privatlebens -- , zu erforschen , warum wir wütend werden .",4,18,0.2222
mad,Judgement,"wütend, sauer, (NULL), Wut","wütend:3, sauer:2, (NULL):1, Wut:1",And you listen and you try to understand why they 're so mad .,"Sie hören zu und versuchen zu verstehen , warum er so sauer ist .",7,18,0.3889
magical,Affect,faszinierender,faszinierender:1,"In each movie , you 're going to see a baby doing maybe just exactly what you might expect a baby to do , and we can hardly make babies more magical than they already are .","In jedem Video werden Sie ein Baby sehen , das genau das tut , was Sie erwarten würden , und wir können die Babys kaum faszinierender machen als sie schon sind .",1,1,1.0
mainstream,Judgement,Mainstream,Mainstream:1,They 're not mainstream .,Sie sind nicht Mainstream .,1,1,1.0
majestic,Judgement,großartig wahr,großartig wahr:1,"And let me tell you , America is majestic , right ?","Amerika ist großartig , nicht wahr ?",1,1,1.0
male,Affect,Mann,Mann:1,"But it 's important to realize that from the moment of conception , every cell in our bodies -- skin , hair , heart and lungs -- contains our own unique DNA , and that DNA contains the chromosomes that determine whether we become male or female , man or woman .","Denken Sie an unsere Transgender - Mitmenschen . Doch es ist wichtig zu verstehen , dass ab dem Augenblick der Zeugung jede einzelne Zelle unseres Körpers , ob in Haut , Haar , Herz oder Lunge , unsere persönliche , einzigartige DNS enthält . Die Chromosomen in der DNS wiederum bestimmen , ob wir zu dem Mann oder zu der Frau werden .",1,1,1.0
malevolent,Judgement,bösartig,bösartig:1,"It might be instead 100 percent malevolent but only 80 percent effective , which pretty much describes the world we see around us , I think .","Sie könnte stattdessen 100 % bösartig sein , aber nur zu 80 % effizient , was ziemlich genau die Welt beschreibt , die wir kennen , denke ich .",1,1,1.0
manual,Appreciation,manuelle,manuelle:1,"For much of this time , this assistance was manual .",Die meiste Zeit davon war es eine manuelle Unterstützung .,1,1,1.0
manufacturable,Judgement,geeignet Massenproduktion,geeignet Massenproduktion:1,"It also had to be mass - manufacturable , because I wanted it to be made anywhere , for anyone .","Es musste auch geeignet für die Massenproduktion sein , da ich wollte , dass es überall und für jeden hergestellt werden kann .",1,1,1.0
many,Appreciation,viele,viele:1,That 's almost twice as many as we have today .,Das sind fast doppelt so viele wie heute .,1,1,1.0
married,Appreciation,heiraten,heiraten:1,""" My daughter is getting married next September , it 's an outdoor wedding .",""" Meine Tochter wird nächsten September heiraten , es wird eine Freiluft - Trauung .",1,1,1.0
massive,Appreciation,Masse,Masse:1,This planet is more massive than Earth and has a higher surface gravity .,Dieser Planet hat mehr Masse als die Erde und somit eine höhere Schwerkraft .,1,1,1.0
mature,Appreciation,reif,reif:1,Whereas the chickens are actually mature within a couple of months .,Wohingegen die Hühner innerhalb weniger Monate reif sind .,1,1,1.0
mean,Appreciation,"bedeutet, gemein","bedeutet:1, gemein:1","I was introduced to Mrs. Casey , who ran the school newspaper , and I was for three and a half years the cartoonist for my school paper , handling such heavy issues as , seniors are mean , freshmen are nerds , the prom bill is so expensive .","Ich wurde Mrs. Casey vorgestellt , die die Schülerzeitung leitete , und dreieinhalb Jahre war ich der Karikaturist der Schülerzeitung , ich behandelte so schwerwiegende Themen wie : Zwölftklässler sind gemein , Neuntklässler sind Streber , der Eintritt zu dem Schulball ist so teuer !",2,3,0.6667
mean,Judgement,schnell,schnell:1,They 're lean . They 're mean .,Sie sind flexibel und schnell .,1,3,0.3333
meaningful,Affect,Bedeutung verleihen,Bedeutung verleihen:1,We have to make them meaningful .,Wir müssen ihnen Bedeutung verleihen .,1,8,0.125
meaningful,Appreciation,", Bedeutung, Bedeutungen, bedeutend, bedeutungsvoller, seinen Sinn",", Bedeutung:1, Bedeutungen:1, bedeutend:1, bedeutungsvoller:1, seinen Sinn:1","And the other thing is , sometimes we think language is about understanding the meaning of a word , but I believe language is about making a word meaningful for yourself .","Eine andere Sache ist , dass wir manchmal glauben , bei Sprache gehe es darum , die Bedeutung eines Wortes zu verstehen , aber ich glaube , es geht es darum , unsere persönlichen Bedeutungen in den Wörtern zu sehen .",5,8,0.625
meaningful,Judgement,"bedeutungsvoll, wichtige Sache","bedeutungsvoll:1, wichtige Sache:1","This is called clean technology , and it felt really meaningful to me .","Das Ganze nennt sich saubere Technologie , und schien mir eine wichtige Sache zu sein .",2,8,0.25
meaningless,Appreciation,bedeutungslos,bedeutungslos:3,"So if you remember anything in this next 18 minutes , remember this : that the light that falls onto your eye , sensory information , is meaningless , because it could mean literally anything .","Also wenn Sie sich an irgendetwas in diesen 18 Minuten erinnern sollen , dann ist es das : Das Licht , das auf Ihr Auge fällt , sensorische Information , ist bedeutungslos . Weil es buchstäblich alles bedeuten könnte .",3,3,1.0
measurable,Judgement,messbar,messbar:1,"They 're measurable , and they 're verifiable .",Sie sind messbar und sie sind überprüfbar .,1,1,1.0
mediocre,Appreciation,(NULL),(NULL):1,"So I think living in a generic reality that 's mediocre , there are nasty bits and nice bits and we could make the nice bits bigger and the nasty bits smaller and that gives us a kind of purpose in life .","Ich denke also , in einer unspezifischen Realität zu leben , in der es schöne und scheußliche Dinge gibt und wir die schönen größer und die scheußlichen kleiner machen können , gibt uns einen Sinn in dem Leben .",1,1,1.0
mental,Judgement,mental,mental:1,"One and the same event has a level of description where it 's neurobiological , and another level of description where it 's mental , and that 's a single event , and that 's how nature works .","Ein und dasselbe Ereignis besitzt eine Beschreibung , die einerseits neurologisch und andererseits mental ist . Für ein einziges Ereignis . Das ist das Gesetz der Natur .",1,1,1.0
messy,Appreciation,"chaotisch, ungeordnet","chaotisch:1, ungeordnet:1","But if we accept instead that learning is sometimes messy , that it requires opportunities to brainstorm and mess up and try again , that our kids dislike chaos and want to learn when they come to school , then we can set up schools to facilitate that kind of learning .","Wenn wir stattdessen akzeptieren , dass Lernen manchmal chaotisch ist , dass es Gelegenheiten zu dem Brainstorming , Chaos und mehrere Versuche erfordert ; dass unsere Kinder Chaos nicht mögen und zu der Schule kommen , um zu lernen , dann können wir Schulen einrichten , die diese Art zu lernen erleichtern .",2,2,1.0
mild,Appreciation,mild,mild:1,"Luckily , this year 's flu was relatively mild .",Zu dem Glück war die diesjährige Grippe relativ mild .,1,1,1.0
minded,Affect,einfältig,einfältig:1,"And almost , I would almost call it being simple - minded , but in the best sense of the word .","Und beinahe , also ich würde es fast schon einfältig nennen , aber in dem besten Sinne des Wortes .",1,1,1.0
mineral,Appreciation,Mineralien,Mineralien:1,"It 's a layered structure that 's mineral and then polymer , and it makes it very , very tough .","Die Schichtstruktur besteht aus Mineralien und Polymer , dadurch ist es sehr widerstandsfähig .",1,1,1.0
minor,Appreciation,trivial,trivial:1,Sometimes their answers are n't minor at all .,Manche Antworten sind nicht so trivial .,1,2,0.5
minor,Judgement,(NULL),(NULL):1,"Now whether it 's minor or major , whether it 's general or specific , we can look at these examples and we can tease out some common themes .","Aber egal , ob unwichtig oder wichtig , ob allgemein oder spezifisch -- an diesen Beispielen können wir wiederkehrende Motive erkennen .",1,2,0.5
miraculous,Judgement,Wunder,Wunder:1,"It 's miraculous , and part of the explanation is this ability to circle around sacred values .","Es scheint wie ein Wunder und ein Teil der Erklärung ist die Fähigkeit , sich um heilige Werte zu versammeln .",1,1,1.0
miserable,Affect,unglücklich,unglücklich:2,And we 're miserable .,Wir sind unglücklich .,2,6,0.3333
miserable,Appreciation,"elendig, ziemlich unangenehm","elendig:1, ziemlich unangenehm:1","So -- and that 's a song about how everybody 's miserable because , you know , we 're from Russia .","So , und dieses Lied handelt davon wie elendig alle sind denn , nun ja , wir kommen aus Russland .",2,6,0.3333
miserable,Judgement,"mies, schlecht","mies:1, schlecht:1","And for the first time since high school , I found myself without a learning community , and it was miserable .",Zu dem ersten Mal seit der High School war ich ohne Lerngemeinschaft und fühlte mich mies .,2,6,0.3333
missing,Appreciation,"fehlen, fehlte","fehlen:1, fehlte:1","Half the letters are missing , right ?","Die Hälfte der Buchstaben fehlen , richtig ?",2,2,1.0
misty,Judgement,gespenstisch,gespenstisch:1,"It 's cold , it 's eerie , it 's misty , it might be raining , and you might be standing on the shores of Lake Michigan brimming with paint thinner .","Es ist kalt , gespenstisch und neblig , vielleicht regnet es und vielleicht stehen Sie an dem Ufer eines Michigansees randvoll mit Farbverdünner .",1,1,1.0
modest,Appreciation,"etwas, mäßige","etwas:1, mäßige:1","In Madurai , a reward that is modest in North American standards , is more meaningful there .",In Madurai ist eine in Nordamerika mäßige Belohnung bedeutungsvoller .,2,3,0.6667
modest,Judgement,bescheiden,bescheiden:1,"He went to the commercial business high school as a young man in Budapest , and there he was as smart as he was modest and he enjoyed a considerable success .",Als junger Mann ging er an die Kaufmännische Wirtschaftsoberschule in Budapest . Und schlau und bescheiden wie er war genoss er dort beträchtlichen Erfolg .,1,3,0.3333
moist,Affect,verschwitzt,verschwitzt:1,"Now take the same patient with chest pain , make them moist and garrulous and put a little bit of alcohol on their breath , and suddenly my history is laced with contempt .","Dann nehme ich den selben Patienten mit Brustschmerz , mache ihn verschwitzt und geschwätzig und gebe noch einen leicht alkoholisierten Atem dazu und plötzlich ist die Geschichte durchsetzt mit Verachtung .",1,1,1.0
molten,Appreciation,Kernschmelze,Kernschmelze:1,"Also , they operate at high temperatures , and the fuel is molten , so they ca n't melt down , but in the event that the reactor ever went out of tolerances , or you lost off - site power in the case of something like Fukushima , there 's a dump tank .","Sie werden auch unter hohen Temperaturen betrieben und somit kann der geschmolzene Kraftstoff keine Kernschmelze erzeugen , aber falls der Reaktor doch irgendwann außer Kontrolle gerät und der Stromfluss unterbrochen wird , oder ähnliches wie Fukushima passiert , gibt es einen Ablagetank .",1,1,1.0
monstrous,Appreciation,monströs,monströs:1,It is a place where each new voyage of exploration brings back new discoveries of creatures so wondrous and strange that our forefathers would have considered them monstrous indeed .,"Es ist ein Ort , wo bei jeder neuen Forschungsreise neue Kreaturen entdeckt werden , die so wunderlich und fremd sind dass unsere Vorfahren sie wirklich monströs genannt hätten .",1,1,1.0
more,Affect,"(NULL), mehr","(NULL):2, mehr:1",I 'm even more of a fan of globalization .,Von Globalisierung bin ich noch begeisterter .,3,20,0.15
more,Appreciation,"mehr, (NULL), eher, genausowenig, vergleichbar","mehr:8, (NULL):3, eher:1, genausowenig:1, vergleichbar:1",Play is more than just fun,"Stuart Brown sagt , Spielen ist mehr als Spaß - es ist lebenswichtig",14,20,0.7
more,Judgement,"mehr, (NULL)","mehr:2, (NULL):1",But it 's more than that .,Aber es geht um noch mehr .,3,20,0.15
